"","age_group","sex","miles","acc_inv"
"4448","(16,18]","M","3","0"
"4449","(18,21]","F","3","0"
"4450","(16,18]","F",NA,"1+"
"4451","(18,21]","F",NA,"0"
"4452","(16,18]","F","1","0"
"4453","(18,21]","F","3","0"
"4454","(16,18]","M","3","0"
"4455","(16,18]","M","2","1+"
"4456","(21,80]","F","3","0"
"4457","(18,21]","F","3","0"
"4458","(21,80]","M","2","0"
"4459","(21,80]","M","2","0"
"4460","(18,21]","F","2","0"
"4461","(18,21]","F","2","0"
"4462","(18,21]","F","3","0"
"4463","(21,80]","M","2","0"
"4464","(21,80]","M","3","0"
"4465","(18,21]","F",NA,"0"
"4466","(18,21]","F","1","0"
"4467","(21,80]","F","2","0"
"4468","(18,21]","F",NA,"0"
"4469","(16,18]","F","3","0"
"4470","(16,18]","F","3","0"
"4471","(18,21]","F","2","0"
"4472","(21,80]","F","3","0"
"4473","(16,18]","F","1","0"
"4474","(16,18]","F","3","0"
"4475","(16,18]","F","3","0"
"4476","(16,18]","F","2","0"
"4477","(21,80]","M","3","0"
"4478","(16,18]","F","2","0"
"4479","(16,18]","M","2","0"
"4480","(16,18]","M","2","1+"
"4481","(18,21]","F","1","0"
"4482","(16,18]","F","3","0"
"4483","(21,80]","F","3","0"
"4484","(21,80]","F","3","0"
"4485","(16,18]","M","2","0"
"4486","(21,80]","M","3","0"
"4487","(16,18]","M","1","0"
"4488","(16,18]","F","2","0"
"4489","(21,80]","F","3","0"
"4490","(16,18]","F","3","1+"
"4491","(18,21]","M","2","0"
"4492","(16,18]","F","3","0"
"4493","(16,18]","F",NA,"0"
"4494","(21,80]","M","3","0"
"4495","(16,18]","F","2","0"
"4496","(18,21]","F",NA,"0"
"4497","(21,80]","M","3","0"
"4498","(21,80]","M","2","0"
"4499","(18,21]","M","3","0"
"4500","(21,80]","M","2","0"
"4501","(21,80]","F","3","0"
"4502","(16,18]","M","1","0"
"4503","(16,18]","F",NA,"0"
"4504","(21,80]","F","1","0"
"4505","(16,18]","M","2","0"
"4506","(18,21]","M","3","0"
"4507","(18,21]","M","2","0"
"4508","(21,80]","M","1","0"
"4509","(21,80]","F","1","0"
"4510","(21,80]","M",NA,"0"
"4511","(18,21]","F","3","0"
"4512","(18,21]","F","3","0"
"4513","(18,21]","F","3","0"
"4514","(16,18]","F",NA,"0"
"4515","(18,21]","M","2","0"
"4516","(16,18]","M","2","0"
"4517","(16,18]","F","3","1+"
"4518","(21,80]","F","3","0"
"4519","(21,80]","F","2","0"
"4520","(18,21]","M","1","0"
"4521","(21,80]","F","1","0"
"4522","(16,18]","F","3","0"
"4523","(21,80]","F","3","0"
"4524","(21,80]","F","3","0"
"4525","(21,80]","F","3","0"
"4526","(18,21]","F","2","0"
"4527","(21,80]","M","3","0"
"4528","(16,18]","M","1","1+"
"4529","(16,18]","F",NA,"0"
"4530","(18,21]","F","3","0"
"4531","(16,18]","F","2","0"
"4532","(18,21]","F","2","0"
"4533","(16,18]","M","3","0"
"4534","(16,18]","M","1","0"
"4535","(18,21]","F","2","0"
"4536","(16,18]","F","3","0"
"4537","(16,18]","M","2","0"
"4538","(18,21]","F",NA,"0"
"4539","(21,80]","F","3","0"
"4540","(18,21]","F","2","1+"
"4541","(16,18]","F","2","0"
"4542","(16,18]","M","3","0"
"4543","(18,21]","F","1","0"
"4544","(21,80]","F","3","0"
"4545","(21,80]","F","3","0"
"4546","(18,21]","F","3","0"
"4547","(21,80]","F","2","0"
"4548","(16,18]","M","1","0"
"4549","(18,21]","M","2","0"
"4550","(18,21]","F",NA,"0"
"4551","(16,18]","F",NA,"0"
"4552","(18,21]","F","2","0"
"4553","(21,80]","F","3","0"
"4554","(21,80]","F","3","0"
"4555","(21,80]","F","3","0"
"4556","(16,18]","M","3","0"
"4557","(16,18]","F","3","0"
"4558","(18,21]","M","3","0"
"4559","(21,80]","F","2","0"
"4560","(21,80]","F","3","0"
"4561","(16,18]","F","3","0"
"4562","(16,18]","M","3","0"
"4563","(18,21]","F","3","0"
"4564","(16,18]","F",NA,"0"
"4565","(16,18]","M","2","0"
"4566","(21,80]","M","3","0"
"4567","(16,18]","M","1","0"
"4568","(16,18]","M","2","0"
"4569","(16,18]","M","3","0"
"4570","(16,18]","F","3","0"
"4571","(21,80]","F","3","0"
"4572","(18,21]","F","3","0"
"4573","(21,80]","F","3","0"
"4574","(16,18]","F","2","0"
"4575","(16,18]","M","3","0"
"4576","(21,80]","F",NA,"0"
"4577","(21,80]","F","2","0"
"4578","(21,80]","F",NA,"0"
"4579","(16,18]","M","3","0"
"4580","(18,21]","F","1","0"
"4581","(18,21]","F","3","0"
"4582","(21,80]","F","3","0"
"4583","(21,80]","F","3","0"
"4584","(16,18]","M","1","0"
"4585","(16,18]","F","2","0"
"4586","(16,18]","F","3","0"
"4587","(18,21]","F","2","1+"
"4588","(21,80]","F","3","0"
"4589","(21,80]","F","3","0"
"4590","(16,18]","F","3","0"
"4591","(21,80]","M","3","0"
"4592","(21,80]","M","3","0"
"4593","(21,80]","F","3","0"
"4594","(16,18]","M","1","0"
"4595","(16,18]","F","1","0"
"4596","(16,18]","F",NA,"0"
"4597","(21,80]","F","3","0"
"4598","(16,18]","M","2","0"
"4599","(21,80]","F","2","0"
"4600","(21,80]","F","3","0"
"4601","(16,18]","M","2","0"
"4602","(21,80]","F","2","0"
"4603","(16,18]","F","3","0"
"4604","(16,18]","F","3","0"
"4605","(21,80]","F","3","1+"
"4606","(21,80]","F","3","0"
"4607","(21,80]","F","3","0"
"4608","(21,80]","F","2","0"
"4609","(16,18]","F","1","0"
"4610","(18,21]","F","2","0"
"4611","(18,21]","M","3","0"
"4612","(21,80]","F","3","0"
"4613","(21,80]","M","2","0"
"4614","(16,18]","F","2","0"
"4615","(18,21]","F","2","0"
"4616","(18,21]","F","1","0"
"4617","(18,21]","M","2","0"
"4618","(21,80]","M","2","0"
"4619","(16,18]","F","3","1+"
"4620","(21,80]","M","2","0"
"4621","(18,21]","M","2","0"
"4622","(21,80]","M","3","0"
"4623","(21,80]","F","3","0"
"4624","(21,80]","M","2","0"
"4625","(16,18]","F","3","0"
"4626","(18,21]","F",NA,"0"
"4627","(16,18]","F","1","0"
"4628","(16,18]","F","3","0"
"4629","(21,80]","M","3","0"
"4630","(21,80]","F","3","0"
"4631","(16,18]","F","3","0"
"4632","(21,80]","F","2","0"
"4633","(18,21]","M","3","0"
"4634","(21,80]","F","1","0"
"4635","(18,21]","F","3","0"
"4636","(21,80]","M","2","0"
"4637","(18,21]","F","3","0"
"4638","(21,80]","F","3","0"
"4639","(21,80]","F","2","0"
"4640","(16,18]","M","1","1+"
"4641","(18,21]","F","2","0"
"4642","(18,21]","M","3","0"
"4643","(18,21]","M","2","1+"
"4644","(18,21]","F","3","0"
"4645","(18,21]","F","3","0"
"4646","(16,18]","M","2","0"
"4647","(16,18]","F",NA,"0"
"4648","(16,18]","M","3","1+"
"4649","(21,80]","M","2","0"
"4650","(16,18]","M","2","0"
"4651","(16,18]","F","2","0"
"4652","(21,80]","F","3","0"
"4653","(16,18]","F",NA,"0"
"4654","(18,21]","F",NA,"0"
"4655","(21,80]","F","3","0"
"4656","(21,80]","F","3","0"
"4657","(21,80]","F","3","0"
"4658","(18,21]","F","3","0"
"4659","(18,21]","F","2","0"
"4660","(16,18]","F","2","0"
"4661","(16,18]","F","3","0"
"4662","(21,80]","M","3","0"
"4663","(18,21]","F","2","0"
"4664","(18,21]","M","3","0"
"4665","(16,18]","M","2","0"
"4666","(16,18]","M","2","0"
"4667","(18,21]","F","3","0"
"4668","(16,18]","M","3","0"
"4669","(21,80]","F","2","1+"
"4670","(16,18]","M","2","0"
"4671","(21,80]","F","2","0"
"4672","(18,21]","F","2","0"
"4673","(18,21]","M","2","0"
"4674","(21,80]","F","3","0"
"4675","(16,18]","F","3","0"
"4676","(21,80]","F","2","0"
"4677","(16,18]","M","3","0"
"4678","(16,18]","F","2","0"
"4679","(21,80]","M","3","0"
"4680","(16,18]","F","3","0"
"4681","(16,18]","F","2","0"
"4682","(21,80]","F","3","0"
"4683","(21,80]","F","3","0"
"4684","(16,18]","F","3","0"
"4685","(16,18]","F","3","0"
"4686","(16,18]","F","2","0"
"4687","(18,21]","M","2","0"
"4688","(16,18]","F","3","1+"
"4689","(18,21]","F","3","0"
"4690","(16,18]","F",NA,"0"
"4691","(21,80]","F","2","0"
"4692","(21,80]","F","3","0"
"4693","(21,80]","F","3","0"
"4694","(18,21]","F","3","0"
"4695","(21,80]","F","3","0"
"4696","(21,80]","M","3","0"
"4697","(18,21]","F","3","0"
"4698","(21,80]","F","3","0"
"4699","(21,80]","M","3","0"
"4700","(18,21]","M","3","0"
"4701","(21,80]","F","3","0"
"4702","(16,18]","M","1","0"
"4703","(21,80]","F","2","0"
"4704","(21,80]","F","3","0"
"4705","(16,18]","M","3","0"
"4706","(21,80]","F","2","0"
"4707","(18,21]","F","2","0"
"4708","(21,80]","F","3","0"
"4709","(21,80]","F","3","0"
"4710","(18,21]","F",NA,"0"
"4711","(18,21]","F","2","0"
"4712","(18,21]","F","3","0"
"4713","(21,80]","F","3","0"
"4714","(21,80]","M","2","0"
"4715","(21,80]","F","2","0"
"4716","(21,80]","M","2","0"
"4717","(16,18]","F","2","0"
"4718","(18,21]","F","3","0"
"4719","(16,18]","M","3","0"
"4720","(21,80]","M","3","0"
"4721","(21,80]","F","3","0"
"4722","(16,18]","M","3","0"
"4723","(16,18]","F",NA,"0"
"4724","(21,80]","F","2","0"
"4725","(21,80]","F","3","0"
"4726","(16,18]","F","3","0"
"4727","(21,80]","F","3","0"
"4728","(21,80]","M","3","0"
"4729","(21,80]","F","3","0"
"4730","(21,80]","F","2","0"
"4731","(16,18]","M","3","0"
"4732","(21,80]","F","3",NA
"4733","(21,80]","F","2","0"
"4734","(18,21]","F","3","0"
"4735","(16,18]","M","2","1+"
"4736","(16,18]","M","2","0"
"4737","(21,80]","M","2","0"
"4738","(21,80]","F","2","0"
"4739","(21,80]","M","1","0"
"4740","(18,21]","F","3","0"
"4741","(21,80]","M","3","0"
"4742","(21,80]","F","3","0"
"4743","(16,18]","F","2","0"
"4744","(18,21]","F","1","0"
"4745","(16,18]","M","2","0"
"4746","(21,80]","F","3",NA
"4747","(21,80]","M","2","0"
"4748","(21,80]","M","3","0"
"4749","(16,18]","M","3","0"
"4750","(18,21]","F","1","0"
"4751","(18,21]","F","3","0"
"4752","(16,18]","F","2","0"
"4753","(21,80]","M","3","0"
"4754","(16,18]","F",NA,"0"
"4755","(18,21]","F","3","0"
"4756","(18,21]","F","3","0"
"4757","(21,80]","F","2","0"
"4758","(16,18]","F","2","0"
"4759","(21,80]","F","3","0"
"4760","(16,18]","F","2","0"
"4761","(21,80]","F","3","0"
"4762","(18,21]","M","1","1+"
"4763","(21,80]","F",NA,"0"
"4764","(16,18]","M","1","0"
"4765","(18,21]","F","2","0"
"4766","(16,18]","F","3","0"
"4767","(21,80]","F","3","0"
"4768","(21,80]","F",NA,"0"
"4769","(21,80]","F","3","0"
"4770","(16,18]","F","3","0"
"4771","(21,80]","M","2","0"
"4772","(16,18]","F","2","0"
"4773","(21,80]","F","2","0"
"4774","(21,80]","F","2","0"
"4775","(16,18]","F","3","0"
"4776","(21,80]","M","2","1+"
"4777","(16,18]","F","2","0"
"4778","(16,18]","M","3","0"
"4779","(21,80]","M","1","0"
"4780","(18,21]","F","1","1+"
"4781","(18,21]","F","3","0"
"4782","(21,80]","M","3","0"
"4783","(21,80]","M","2","0"
"4784","(16,18]","F","2","0"
"4785","(21,80]","F","3","0"
"4786","(16,18]","F","3","0"
"4787","(16,18]","F","3","0"
"4788","(16,18]","F",NA,"0"
"4789","(18,21]","M","3","0"
"4790","(21,80]","F","3","0"
"4791","(21,80]","M","2","0"
"4792","(18,21]","F","3","0"
"4793","(16,18]","F","2","0"
"4794","(18,21]","M","2","0"
"4795","(21,80]","M","1","1+"
"4796","(18,21]","F","3","0"
"4797","(21,80]","F","3","0"
"4798","(18,21]","F",NA,"0"
"4799","(18,21]","M","2","1+"
"4800","(18,21]","F","3","0"
"4801","(16,18]","M","2","0"
"4802","(16,18]","F","2","0"
"4803","(21,80]","M","3","0"
"4804","(21,80]","F","2","0"
"4805","(16,18]","F","3","0"
"4806","(21,80]","F","3","0"
"4807","(16,18]","F","2","1+"
"4808","(16,18]","M","2","0"
"4809","(18,21]","F","1","1+"
"4810","(16,18]","M","3","0"
"4811","(21,80]","M","3","0"
"4812","(21,80]","M","2","0"
"4813","(18,21]","F","3","0"
"4814","(16,18]","F","1","0"
"4815","(16,18]","F","3","0"
"4816","(21,80]","M","2","0"
"4817","(16,18]","M","3","0"
"4818","(18,21]","F","3","0"
"4819","(21,80]","F","3","0"
"4820","(18,21]","F","2","0"
"4821","(18,21]","M","1","0"
"4822","(18,21]","F","3","0"
"4823","(18,21]","M","2","0"
"4824","(18,21]","M","2","0"
"4825","(16,18]","F","3","0"
"4826","(21,80]","F","2","0"
"4827","(16,18]","M",NA,"0"
"4828","(21,80]","M","3","0"
"4829","(21,80]","M","3","0"
"4830","(21,80]","F","3","0"
"4831","(18,21]","F",NA,"0"
"4832","(21,80]","M","2","0"
"4833","(16,18]","F","3","0"
"4834","(21,80]","F",NA,"0"
"4835","(18,21]","M","3","0"
"4836","(16,18]","M","2","0"
"4837","(21,80]","F","1","0"
"4838","(21,80]","F",NA,"0"
"4839","(21,80]","F","3","0"
"4840","(21,80]","F","2","1+"
"4841","(16,18]","M",NA,"1+"
"4842","(18,21]","F","3","0"
"4843","(21,80]","F","3","0"
"4844","(21,80]","F","3","0"
"4845","(21,80]","M","1","0"
"4846","(21,80]","F","3","0"
"4847","(18,21]","F","2","0"
"4848","(21,80]","F","2","0"
"4849","(16,18]","M","3","0"
"4850","(16,18]","M","2","0"
"4851","(21,80]","F","3","0"
"4852","(21,80]","F","3","0"
"4853","(21,80]","F",NA,"0"
"4854","(21,80]","F","2","0"
"4855","(18,21]","F","2","0"
"4856","(16,18]","F","2","0"
"4857","(18,21]","F","2","0"
"4858","(21,80]","F","3","0"
"4859","(18,21]","M","2","1+"
"4860","(16,18]","M","2","0"
"4861","(21,80]","F","3","0"
"4862","(16,18]","M","2","0"
"4863","(21,80]","F","3","1+"
"4864","(21,80]","F","3","0"
"4865","(18,21]","F","3","0"
"4866","(21,80]","M","3","0"
"4867","(18,21]","F","3","0"
"4868","(21,80]","M","2","0"
"4869","(16,18]","M","3","0"
"4870","(21,80]","F","2","0"
"4871","(16,18]","F","2","0"
"4872","(21,80]","F","3","0"
"4873","(16,18]","M","3","0"
"4874","(16,18]","F","3","0"
"4875","(16,18]","F","3","0"
"4876","(18,21]","F","2","0"
"4877","(16,18]","M","3","1+"
"4878","(18,21]","M","3","0"
"4879","(21,80]","F","2","0"
"4880","(21,80]","F",NA,"0"
"4881","(21,80]","F","2","0"
"4882","(21,80]","F","3","0"
"4883","(21,80]","F","3","0"
"4884","(21,80]","F","3","0"
"4885","(18,21]","F",NA,"0"
"4886","(16,18]","M","3","0"
"4887","(21,80]","M","3","1+"
"4888","(18,21]","F","3","0"
"4889","(18,21]","M","3","0"
"4890","(18,21]","F","3","0"
"4891","(21,80]","F","2","0"
"4892","(21,80]","F","2","0"
"4893","(18,21]","F","3","1+"
"4894","(21,80]","F","3","0"
"4895","(21,80]","F","2","0"
"4896","(21,80]","F","3","0"
"4897","(18,21]","M","3","0"
"4898","(16,18]","F","2","0"
"4899","(21,80]","M","3","0"
"4900","(16,18]","F","2","0"
"4901","(21,80]","F",NA,"0"
"4902","(18,21]","F","3","0"
"4903","(18,21]","M","3","0"
"4904","(18,21]","F",NA,"0"
"4905","(18,21]","M","2","0"
"4906","(18,21]","M","3","0"
"4907","(18,21]","F","3","0"
"4908","(16,18]","F","3","0"
"4909","(18,21]","F","3","0"
"4910","(21,80]","F","3","0"
"4911","(16,18]","F","3","0"
"4912","(21,80]","M","2","0"
"4913","(21,80]","M","3","0"
"4914","(21,80]","F","3","0"
"4915","(18,21]","F","2","1+"
"4916","(21,80]","F",NA,"0"
"4917","(16,18]","F",NA,"0"
"4918","(18,21]","F","2","0"
"4919","(18,21]","F",NA,"0"
"4920","(21,80]","F","3","0"
"4921","(18,21]","F","1","0"
"4922","(18,21]","F","3","0"
"4923","(21,80]","F","3","0"
"4924","(18,21]","F","3","0"
"4925","(21,80]","F","3","0"
"4926","(21,80]","F",NA,"0"
"4927","(21,80]","F","3","0"
"4928","(18,21]","F","3","0"
"4929","(21,80]","F",NA,"0"
"4930","(16,18]","F","3","0"
"4931","(21,80]","F","2","0"
"4932","(16,18]","M","3","0"
"4933","(21,80]","M","3","0"
"4934","(16,18]","F","3","0"
"4935","(18,21]","F",NA,"0"
"4936","(18,21]","F",NA,"0"
"4937","(21,80]","F","3","0"
"4938","(21,80]","F",NA,"0"
"4939","(21,80]","F","2","0"
"4940","(21,80]","F","2","0"
"4941","(16,18]","F","2","1+"
"4942","(16,18]","M","2","0"
"4943","(21,80]","F","3","0"
"4944","(21,80]","M","2","0"
"4945","(21,80]","M","3","0"
"4946","(21,80]","F","2","0"
"4947","(21,80]","F","2","0"
"4948","(18,21]","M","3","0"
"4949","(18,21]","F","3","0"
"4950","(21,80]","M","2","0"
"4951","(21,80]","F","2","0"
"4952","(21,80]","M","2","0"
"4953","(18,21]","F",NA,"0"
"4954","(18,21]","F","3","0"
"4955","(16,18]","M","1","0"
"4956","(21,80]","F","2","0"
"4957","(18,21]","M","2","0"
"4958","(21,80]","F","3","0"
"4959","(18,21]","F","2","0"
"4960","(21,80]","M","2","0"
"4961","(18,21]","F","3","0"
"4962","(21,80]","M","1","0"
"4963","(21,80]","F","2","0"
"4964","(18,21]","M","2","0"
"4965","(21,80]","F","2","0"
"4966","(16,18]","M","1","0"
"4967","(16,18]","F","3","1+"
"4968","(16,18]","F","1","0"
"4969","(18,21]","M","2","0"
"4970","(16,18]","F",NA,"0"
"4971","(21,80]","F","3","0"
"4972","(21,80]","F",NA,"0"
"4973","(21,80]","F","3","0"
"4974","(21,80]","F","2","0"
"4975","(18,21]","M","3","0"
"4976","(21,80]","F","2","0"
"4977","(16,18]","M","1","0"
"4978","(18,21]","F","2","0"
"4979","(21,80]","F","2","0"
"4980","(16,18]","F","2","0"
"4981","(18,21]","F","3","0"
"4982","(16,18]","F","3","0"
"4983","(18,21]","F","2","0"
"4984","(21,80]","M","2","0"
"4985","(18,21]","M","2","0"
"4986","(21,80]","F","3","0"
"4987","(18,21]","M","3","0"
"4988","(16,18]","M","3","0"
"4989","(18,21]","F","3","0"
"4990","(21,80]","F","3","0"
"4991","(18,21]","F","3","0"
"4992","(16,18]","M","2","1+"
"4993","(18,21]","M","1","0"
"4994","(18,21]","F","2","0"
"4995","(16,18]","M","2","0"
"4996","(16,18]","F","2","0"
"4997","(16,18]","M","3","0"
"4998","(21,80]","M","2","0"
"4999","(21,80]","F","2","0"
"5000","(21,80]","F","2","0"
"5001","(18,21]","F","3","1+"
"5002","(21,80]","F","2","0"
"5003","(21,80]","M","1","0"
"5004","(21,80]","F","2","0"
"5005","(21,80]","M","1","0"
"5006","(16,18]","F","2","0"
"5007","(16,18]","F",NA,"0"
"5008","(18,21]","F","3","0"
"5009","(16,18]","M","3","0"
"5010","(16,18]","M","2","0"
"5011","(21,80]","F","3","0"
"5012","(21,80]","F","2","0"
"5013","(18,21]","M","2","0"
"5014","(16,18]","F","2","0"
"5015","(16,18]","F","2","0"
"5016","(16,18]","F","3","0"
"5017","(21,80]","F","3","0"
"5018","(18,21]","F","3","0"
"5019","(16,18]","M","1","0"
"5020","(21,80]","F","2","0"
"5021","(16,18]","F",NA,"1+"
"5022","(18,21]","F","2","0"
"5023","(21,80]","F","2","0"
"5024","(21,80]","F","3","0"
"5025","(16,18]","F","2","0"
"5026","(16,18]","F","1","1+"
"5027","(18,21]","F","3","0"
"5028","(18,21]","F","3","0"
"5029","(21,80]","F",NA,"0"
"5030","(18,21]","F","3","0"
"5031","(18,21]","F","3","0"
"5032","(21,80]","F","2","0"
"5033","(21,80]","F","1","0"
"5034","(21,80]","M","2","0"
"5035","(18,21]","F","3","0"
"5036","(18,21]","M","2","1+"
"5037","(21,80]","M","2","0"
"5038","(21,80]","F","3","0"
"5039","(16,18]","F",NA,"0"
"5040","(18,21]","M","1","0"
"5041","(18,21]","M","3","0"
"5042","(21,80]","F","3","0"
"5043","(16,18]","M","1","1+"
"5044","(21,80]","M","3","0"
"5045","(21,80]","M","3","0"
"5046","(18,21]","M","3","0"
"5047","(18,21]","F","1","0"
"5048","(18,21]","F","3","0"
"5049","(21,80]","F","3","0"
"5050","(18,21]","F","2","0"
"5051","(21,80]","F","3","0"
"5052","(18,21]","F","3","0"
"5053","(21,80]","M","3","0"
"5054","(21,80]","M","2","0"
"5055","(18,21]","M","3","0"
"5056","(21,80]","F","3","0"
"5057","(16,18]","M","2","0"
"5058","(16,18]","F","2","0"
"5059","(21,80]","F",NA,"0"
"5060","(21,80]","F","2","0"
"5061","(16,18]","F","2","0"
"5062","(21,80]","F","3","0"
"5063","(18,21]","F","3","0"
"5064","(16,18]","F","2","0"
"5065","(18,21]","F","2","0"
"5066","(18,21]","M","1","0"
"5067","(21,80]","F","3","0"
"5068","(21,80]","M","3","0"
"5069","(18,21]","M","2","0"
"5070","(18,21]","F","2","0"
"5071","(18,21]","F","3","0"
"5072","(21,80]","F","3","0"
"5073","(18,21]","F",NA,"0"
"5074","(21,80]","F","2","0"
"5075","(16,18]","M","2","0"
"5076","(18,21]","F","2","0"
"5077","(18,21]","F","2","0"
"5078","(16,18]","F","3","0"
"5079","(21,80]","F","1","0"
"5080","(16,18]","F","3","0"
"5081","(21,80]","F","2","0"
"5082","(16,18]","F","2","0"
"5083","(16,18]","F","3","0"
"5084","(18,21]","F","3","0"
"5085","(18,21]","F",NA,"0"
"5086","(16,18]","F",NA,"0"
"5087","(21,80]","M","3","0"
"5088","(18,21]","F","3","0"
"5089","(21,80]","F","3","0"
"5090","(18,21]","F","2","0"
"5091","(18,21]","F","3","1+"
"5092","(21,80]","M","1","0"
"5093","(21,80]","F","2","0"
"5094","(16,18]","F","2","1+"
"5095","(18,21]","F","2","0"
"5096","(18,21]","F","1","0"
"5097","(21,80]","F","3","0"
"5098","(18,21]","F","3","0"
"5099","(18,21]","F","3","0"
"5100","(18,21]","F","3","0"
"5101","(21,80]","F",NA,"0"
"5102","(16,18]","F","1","0"
"5103","(21,80]","F","3","0"
"5104","(21,80]","F","3",NA
"5105","(18,21]","M","3","0"
"5106","(18,21]","F","2","0"
"5107","(21,80]","F","3","1+"
"5108","(21,80]","F","2","0"
"5109","(18,21]","F","3","0"
"5110","(16,18]","F","3","0"
"5111","(18,21]","F",NA,"0"
"5112","(18,21]","F","3","0"
"5113","(18,21]","M","2","0"
"5114","(16,18]","F","3","0"
"5115","(16,18]","F","3","0"
"5116","(18,21]","F","3","0"
"5117","(21,80]","F","2","0"
"5118","(21,80]","F","2","0"
"5119","(16,18]","F","3","0"
"5120","(21,80]","M","2","0"
"5121","(16,18]","F","2","0"
"5122","(16,18]","M","3","0"
"5123","(18,21]","M","2","0"
"5124","(18,21]","F","2","0"
"5125","(16,18]","F",NA,"1+"
"5126","(21,80]","F","3","0"
"5127","(18,21]","M","2","0"
"5128","(18,21]","M","2","0"
"5129","(18,21]","F","2","0"
"5130","(21,80]","M","3","0"
"5131","(21,80]","F","2","0"
"5132","(18,21]","F","3","0"
"5133","(18,21]","M","2","0"
"5134","(21,80]","M","2","0"
"5135","(21,80]","F","3","0"
"5136","(21,80]","F","1","0"
"5137","(18,21]","M","1","0"
"5138","(18,21]","F","3","0"
"5139","(16,18]","M","2","0"
"5140","(16,18]","M","1","0"
"5141","(16,18]","M","3","0"
"5142","(18,21]","F",NA,"0"
"5143","(21,80]","M","1",NA
"5144","(21,80]","F","3","0"
"5145","(21,80]","F","3",NA
"5146","(16,18]","M","2","1+"
"5147","(21,80]","M","2","1+"
"5148","(16,18]","M","3","0"
"5149","(21,80]","M",NA,"0"
"5150","(16,18]","F","3","0"
"5151","(18,21]","F","3","0"
"5152","(21,80]","F","2","0"
"5153","(21,80]","F","1","0"
"5154","(18,21]","F","3","0"
"5155","(16,18]","M","1","0"
"5156","(21,80]","F","1","0"
"5157","(18,21]","F","3","0"
"5158","(18,21]","F","3","0"
"5159","(16,18]","M","2","0"
"5160","(18,21]","M","3","0"
"5161","(18,21]","F","3","0"
"5162","(16,18]","F","1","0"
"5163","(21,80]","F",NA,"0"
"5164","(16,18]","M","3","0"
"5165","(16,18]","F","2","1+"
"5166","(18,21]","F","2","0"
"5167","(21,80]","F","2","0"
"5168","(18,21]","F","2","0"
"5169","(18,21]","F","2","0"
"5170","(18,21]","M","2","0"
"5171","(18,21]","M","1","0"
"5172","(18,21]","F","1","0"
"5173","(18,21]","F","2","0"
"5174","(21,80]","M","3","0"
"5175","(16,18]","M","3","1+"
"5176","(18,21]","F","3","0"
"5177","(16,18]","M","2","0"
"5178","(21,80]","F","3","0"
"5179","(21,80]","F","3","0"
"5180","(18,21]","F","3","0"
"5181","(18,21]","F","2","0"
"5182","(18,21]","M","1","0"
"5183","(16,18]","M","1","0"
"5184","(21,80]","F",NA,"0"
"5185","(21,80]","M","2","0"
"5186","(18,21]","F","1","0"
"5187","(16,18]","F","2","0"
"5188","(21,80]","F","2","0"
"5189","(21,80]","F","2","0"
"5190","(21,80]","F","1","0"
"5191","(18,21]","M","2","0"
"5192","(16,18]","M","3","0"
"5193","(18,21]","F","3","0"
"5194","(21,80]","F","3","0"
"5195","(21,80]","M","2","0"
"5196","(16,18]","F","3","0"
"5197","(21,80]","M","3","0"
"5198","(16,18]","M","2","0"
"5199","(18,21]","F",NA,"0"
"5200","(16,18]","M","3","0"
"5201","(21,80]","F","2","1+"
"5202","(21,80]","M","2","0"
"5203","(21,80]","F","3","0"
"5204","(16,18]","F","2","0"
"5205","(21,80]","F",NA,"0"
"5206","(18,21]","M","2","0"
"5207","(18,21]","M","1","0"
"5208","(21,80]","F","1","0"
"5209","(21,80]","F","3","0"
"5210","(21,80]","M",NA,"0"
"5211","(18,21]","F","1","0"
"5212","(18,21]","M","3","0"
"5213","(21,80]","F","2","0"
"5214","(18,21]","M","3","0"
"5215","(16,18]","M","3","0"
"5216","(21,80]","F","2","0"
"5217","(18,21]","F","3","0"
"5218","(21,80]","F","2","0"
"5219","(21,80]","M","2","0"
"5220","(21,80]","M","3","0"
"5221","(16,18]","F","2","0"
"5222","(21,80]","F","3","0"
"5223","(16,18]","F","2","0"
"5224","(16,18]","F","2","0"
"5225","(21,80]","F","3","0"
"5226","(18,21]","M","1","1+"
"5227","(21,80]","F","2","0"
"5228","(21,80]","M","3","0"
"5229","(16,18]","M","2","0"
"5230","(18,21]","F","3","0"
"5231","(18,21]","F","2","0"
"5232","(16,18]","M","3","1+"
"5233","(18,21]","F","3","0"
"5234","(21,80]","F","3","0"
"5235","(18,21]","M","3","0"
"5236","(21,80]","F",NA,"0"
"5237","(18,21]","F",NA,"0"
"5238","(21,80]","M","2","0"
"5239","(21,80]","M","2",NA
"5240","(16,18]","M","2","1+"
"5241","(21,80]","M",NA,"0"
"5242","(16,18]","M","3","0"
"5243","(16,18]","M","2","0"
"5244","(16,18]","F","2","0"
"5245","(18,21]","F","2","0"
"5246","(18,21]","M","2","0"
"5247","(21,80]","M","2","0"
"5248","(16,18]","M","2","0"
"5249","(16,18]","M","1","0"
"5250","(21,80]","M","3","0"
"5251","(16,18]","F","2","1+"
"5252","(21,80]","F","3","0"
"5253","(18,21]","M","2","0"
"5254","(21,80]","F","3","0"
"5255","(21,80]","F","3","0"
"5256","(18,21]","M","3","0"
"5257","(21,80]","F","3","0"
"5258","(16,18]","M","2","0"
