"","sex","cohort","sent","wave1","wave2","wave3","wave4"
"18886","F",12,1,1,1,1,NA
"18887","M",13,0,0,0,NA,NA
"18888","F",2,1,1,1,1,1
"18889","M",9,0,0,0,0,NA
"18890","M",11,0,0,0,0,NA
"18891","M",12,1,1,0,0,NA
"18892","M",2,1,1,0,0,0
"18893","M",12,1,1,1,0,NA
"18894","F",2,1,0,0,0,0
"18895","M",4,1,1,1,0,0
"18896","M",5,0,0,0,0,0
"18897","M",9,1,0,0,1,NA
"18898","F",9,0,0,0,0,NA
"18899","M",15,1,0,0,NA,NA
"18900","F",15,0,0,0,NA,NA
"18901","F",1,0,0,0,0,0
"18902","M",5,1,1,0,0,0
"18903","F",2,0,0,0,0,0
"18904","F",3,1,1,1,1,1
"18905","F",6,1,1,1,1,1
"18906","M",13,1,1,0,NA,NA
"18907","M",14,0,0,0,NA,NA
"18908","M",3,0,0,0,0,0
"18909","M",4,1,0,0,0,0
"18910","F",9,0,0,0,0,NA
"18911","M",12,1,1,0,0,NA
"18912","M",15,0,0,0,NA,NA
"18913","M",5,1,1,0,1,0
"18914","F",7,1,0,0,0,0
"18915","M",16,1,1,1,NA,NA
"18916","M",10,1,1,1,1,NA
"18917","F",8,1,1,1,1,0
"18918","F",11,1,1,1,1,NA
"18919","F",6,1,1,0,1,0
"18920","M",7,1,1,1,0,1
"18921","F",2,1,0,0,0,0
"18922","F",2,1,1,1,0,1
"18923","M",11,1,0,0,1,NA
"18924","M",16,1,1,0,NA,NA
"18925","M",10,1,1,0,0,NA
"18926","M",10,1,1,0,1,NA
"18927","M",10,0,0,0,0,NA
"18928","M",10,0,0,0,0,NA
"18929","F",10,0,0,0,0,NA
"18930","F",4,1,1,1,0,0
"18931","M",12,1,0,0,0,NA
"18932","M",13,1,1,1,NA,NA
"18933","M",1,1,1,1,1,0
"18934","F",2,1,1,0,0,0
"18935","M",2,1,1,1,0,0
"18936","M",4,0,0,0,0,0
"18937","M",7,0,0,0,0,0
"18938","F",11,1,1,1,1,NA
"18939","M",1,0,0,0,0,0
"18940","F",3,1,1,1,0,0
"18941","F",3,1,0,1,1,1
"18942","M",14,0,0,0,NA,NA
"18943","F",11,1,1,0,0,NA
"18944","F",14,1,1,1,NA,NA
"18945","M",10,1,1,0,0,NA
"18946","M",2,1,0,0,0,0
"18947","M",2,0,0,0,0,0
"18948","F",3,1,1,0,0,0
"18949","F",5,0,0,0,0,0
"18950","M",13,1,1,0,NA,NA
"18951","F",2,1,0,0,0,0
"18952","M",3,1,0,0,0,0
"18953","M",8,0,0,0,0,0
"18954","F",9,1,1,0,1,NA
"18955","M",9,0,0,0,0,NA
"18956","F",13,0,0,0,NA,NA
"18957","M",2,1,1,1,1,0
"18958","M",10,1,1,1,0,NA
"18959","M",3,1,0,0,0,0
"18960","M",9,1,0,0,0,NA
"18961","F",11,1,0,1,0,NA
"18962","M",15,0,0,0,NA,NA
"18963","M",16,1,1,1,NA,NA
"18964","F",3,1,1,1,1,1
"18965","F",4,1,1,0,1,0
"18966","M",6,1,0,0,0,0
"18967","M",7,1,1,0,0,0
"18968","F",9,1,1,1,1,NA
"18969","M",13,0,0,0,NA,NA
"18970","F",13,0,0,0,NA,NA
"18971","F",4,1,0,0,0,0
"18972","M",4,0,0,0,0,0
"18973","M",5,1,0,0,0,0
"18974","F",11,1,1,1,0,NA
"18975","M",10,1,1,1,0,NA
"18976","M",1,1,1,1,1,1
"18977","M",14,1,0,0,NA,NA
"18978","M",1,0,0,0,0,0
"18979","F",15,1,0,1,NA,NA
"18980","M",13,1,0,0,NA,NA
"18981","F",13,1,1,1,NA,NA
"18982","M",1,1,1,1,0,0
"18983","M",10,1,0,0,0,NA
"18984","M",6,0,0,0,0,0
"18985","M",11,0,0,0,0,NA
"18986","M",14,1,1,1,NA,NA
"18987","M",1,1,0,0,0,0
"18988","F",9,1,1,1,1,NA
"18989","F",8,1,0,0,0,1
"18990","F",9,1,0,1,0,NA
"18991","M",12,0,0,0,0,NA
"18992","M",2,1,0,0,0,0
"18993","M",7,1,1,0,0,0
"18994","M",7,0,0,0,0,0
"18995","M",14,1,0,0,NA,NA
"18996","F",2,1,1,1,1,1
"18997","M",5,1,0,0,0,0
"18998","F",7,0,0,0,0,0
"18999","M",7,0,0,0,0,0
"19000","F",5,1,1,1,1,1
"19001","M",5,0,0,0,0,0
"19002","M",7,0,0,0,0,0
"19003","M",12,0,0,0,0,NA
"19004","F",14,1,0,0,NA,NA
"19005","M",10,1,1,1,0,NA
"19006","F",3,1,0,1,0,1
"19007","M",7,1,1,1,0,1
"19008","M",14,1,0,1,NA,NA
"19009","M",5,0,0,0,0,0
"19010","F",5,1,1,1,1,1
"19011","F",14,1,1,1,NA,NA
"19012","M",3,1,1,1,1,1
"19013","M",6,1,1,1,1,1
"19014","M",6,1,1,1,0,0
"19015","F",12,0,0,0,0,NA
"19016","M",2,1,0,0,0,0
"19017","F",3,0,0,0,0,0
"19018","F",13,0,0,0,NA,NA
"19019","F",14,1,0,0,NA,NA
"19020","M",14,1,1,1,NA,NA
"19021","M",1,0,0,0,0,0
"19022","F",4,0,0,0,0,0
"19023","F",9,1,1,1,0,NA
"19024","F",12,1,0,1,0,NA
"19025","M",14,0,0,0,NA,NA
"19026","M",4,0,0,0,0,0
"19027","M",5,1,1,0,1,0
"19028","F",15,0,0,0,NA,NA
"19029","F",1,1,0,0,0,0
"19030","F",8,1,1,1,1,1
"19031","M",12,1,0,0,0,NA
"19032","F",8,0,0,0,0,0
"19033","M",13,0,0,0,NA,NA
"19034","F",1,1,1,1,1,1
"19035","M",15,0,0,0,NA,NA
"19036","M",3,0,0,0,0,0
"19037","M",9,1,0,1,0,NA
"19038","F",3,1,1,1,0,0
"19039","M",4,1,0,0,0,0
"19040","F",5,0,0,0,0,0
"19041","M",14,1,1,0,NA,NA
"19042","M",3,0,0,0,0,0
"19043","M",6,0,0,0,0,0
"19044","M",2,1,1,0,0,0
"19045","M",2,1,0,0,0,0
"19046","F",9,1,1,1,0,NA
"19047","M",4,1,0,0,0,0
"19048","M",4,1,0,0,0,0
"19049","F",8,0,0,0,0,0
"19050","F",11,1,1,1,1,NA
"19051","M",10,1,1,1,1,NA
"19052","F",4,0,0,0,0,0
"19053","M",7,0,0,0,0,0
"19054","M",11,0,0,0,0,NA
"19055","M",14,0,0,0,NA,NA
"19056","M",16,1,1,0,NA,NA
"19057","F",5,1,1,1,1,1
"19058","M",15,0,0,0,NA,NA
"19059","F",1,1,1,1,1,1
"19060","M",3,1,1,0,0,0
"19061","F",15,1,1,0,NA,NA
"19062","F",10,0,0,0,0,NA
"19063","F",1,1,1,0,0,0
"19064","M",4,1,0,0,0,0
"19065","M",9,0,0,0,0,NA
"19066","F",12,0,0,0,0,NA
"19067","F",1,1,0,0,0,1
"19068","F",1,0,0,0,0,0
"19069","M",4,1,0,0,0,0
"19070","F",6,1,0,0,0,0
"19071","M",8,1,0,0,0,0
"19072","M",11,1,1,1,1,NA
"19073","F",1,1,0,1,0,0
"19074","M",2,0,0,0,0,0
"19075","M",2,1,1,0,0,0
"19076","F",8,1,1,1,1,1
"19077","F",3,1,1,0,0,0
"19078","F",5,1,1,1,1,1
"19079","M",5,0,0,0,0,0
"19080","F",9,0,0,0,0,NA
"19081","M",12,1,1,0,0,NA
"19082","M",10,1,1,1,0,NA
"19083","M",13,0,0,0,NA,NA
"19084","M",13,0,0,0,NA,NA
"19085","M",14,0,0,0,NA,NA
"19086","F",2,1,1,1,1,0
"19087","M",11,0,0,0,0,NA
"19088","M",14,0,0,0,NA,NA
"19089","F",16,1,0,0,NA,NA
"19090","M",1,0,0,0,0,0
"19091","M",5,0,0,0,0,0
"19092","F",3,1,0,0,0,0
"19093","M",12,1,1,1,0,NA
"19094","M",13,1,0,0,NA,NA
"19095","M",5,1,0,0,0,0
"19096","M",9,1,1,0,0,NA
"19097","M",13,0,0,0,NA,NA
"19098","F",13,0,0,0,NA,NA
"19099","M",14,0,0,0,NA,NA
"19100","M",15,1,0,0,NA,NA
"19101","M",16,0,0,0,NA,NA
"19102","M",1,1,1,1,0,1
"19103","F",3,0,0,0,0,0
"19104","M",13,0,0,0,NA,NA
"19105","F",4,1,0,0,1,1
"19106","F",9,1,0,0,0,NA
"19107","F",6,1,1,1,0,0
"19108","M",3,1,0,1,0,0
"19109","M",3,0,0,0,0,0
"19110","F",3,0,0,0,0,0
"19111","F",2,1,0,0,0,0
"19112","F",12,0,0,0,0,NA
"19113","M",13,1,1,1,NA,NA
"19114","F",4,0,0,0,0,0
"19115","M",13,0,0,0,NA,NA
"19116","F",10,0,0,0,0,NA
"19117","M",6,0,0,0,0,0
"19118","M",11,1,0,1,1,NA
"19119","M",12,1,1,0,0,NA
"19120","F",14,1,1,1,NA,NA
"19121","F",1,0,0,0,0,0
"19122","M",11,1,1,1,0,NA
"19123","F",4,1,0,1,0,1
"19124","M",11,1,1,1,0,NA
"19125","F",12,1,0,0,0,NA
"19126","M",16,1,0,0,NA,NA
"19127","F",2,0,0,0,0,0
"19128","M",2,1,0,1,1,1
"19129","M",8,0,0,0,0,0
"19130","F",15,1,1,1,NA,NA
"19131","M",2,1,0,0,0,0
"19132","F",11,0,0,0,0,NA
"19133","M",10,1,1,1,1,NA
"19134","M",4,1,1,1,1,1
"19135","M",15,0,0,0,NA,NA
"19136","F",5,0,0,0,0,0
"19137","M",13,1,0,0,NA,NA
"19138","F",4,0,0,0,0,0
"19139","F",9,0,0,0,0,NA
"19140","M",9,1,1,1,0,NA
"19141","M",10,1,0,1,0,NA
"19142","M",9,0,0,0,0,NA
"19143","M",16,1,1,0,NA,NA
"19144","F",16,1,0,0,NA,NA
"19145","M",15,1,0,0,NA,NA
"19146","M",2,0,0,0,0,0
"19147","F",5,1,1,0,1,1
"19148","F",5,1,1,1,0,0
"19149","M",16,0,0,0,NA,NA
"19150","M",6,1,0,0,0,0
"19151","M",2,1,0,0,0,0
"19152","M",1,1,0,0,0,0
"19153","M",2,1,1,0,1,0
"19154","M",2,1,1,1,0,1
"19155","M",1,1,1,0,0,0
"19156","F",3,1,1,1,1,0
"19157","M",3,1,0,1,0,0
"19158","M",4,1,1,0,0,1
"19159","M",9,0,0,0,0,NA
"19160","M",2,1,0,0,0,0
"19161","F",6,0,0,0,0,0
"19162","M",1,0,0,0,0,0
"19163","M",15,0,0,0,NA,NA
"19164","M",16,1,1,0,NA,NA
"19165","M",11,1,0,0,0,NA
"19166","M",1,1,0,0,1,0
"19167","M",3,1,1,1,1,1
"19168","M",11,0,0,0,0,NA
"19169","F",12,0,0,0,0,NA
"19170","M",15,1,1,1,NA,NA
"19171","M",11,1,1,1,0,NA
"19172","M",3,1,0,0,0,0
"19173","M",14,1,0,0,NA,NA
"19174","F",4,0,0,0,0,0
"19175","M",2,1,0,0,0,0
"19176","M",6,0,0,0,0,0
"19177","M",8,0,0,0,0,0
"19178","F",9,0,0,0,0,NA
"19179","F",9,0,0,0,0,NA
"19180","F",10,0,0,0,0,NA
"19181","F",14,0,0,0,NA,NA
"19182","F",10,0,0,0,0,NA
"19183","F",8,1,1,0,0,0
"19184","F",8,1,1,1,1,1
"19185","F",10,0,0,0,0,NA
"19186","F",9,0,0,0,0,NA
"19187","F",13,0,0,0,NA,NA
"19188","F",9,0,0,0,0,NA
"19189","F",5,0,0,0,0,0
"19190","F",8,0,0,0,0,0
"19191","F",12,1,0,0,0,NA
"19192","F",12,1,1,1,1,NA
"19193","F",3,1,1,1,1,1
"19194","F",13,1,1,1,NA,NA
"19195","F",9,0,0,0,0,NA
"19196","M",5,1,0,0,0,0
"19197","F",1,1,1,1,1,1
"19198","F",10,0,0,0,0,NA
"19199","M",16,0,0,0,NA,NA
"19200","F",1,0,0,0,0,0
"19201","M",9,0,0,0,0,NA
"19202","F",2,0,0,0,0,0
"19203","F",8,0,0,0,0,0
"19204","M",6,0,0,0,0,0
"19205","F",2,1,1,0,0,0
"19206","M",6,0,0,0,0,0
"19207","F",9,0,0,0,0,NA
"19208","F",15,1,1,1,NA,NA
"19209","F",8,0,0,0,0,0
"19210","F",5,1,1,0,0,0
"19211","F",13,0,0,0,NA,NA
"19212","F",6,1,1,0,1,0
"19213","F",15,1,1,1,NA,NA
"19214","F",15,1,1,1,NA,NA
"19215","F",1,0,0,0,0,0
"19216","F",11,0,0,0,0,NA
"19217","F",2,1,1,1,1,1
"19218","F",10,0,0,0,0,NA
"19219","F",5,0,0,0,0,0
"19220","F",12,1,1,1,1,NA
"19221","F",1,0,0,0,0,0
"19222","F",16,0,0,0,NA,NA
"19223","M",14,0,0,0,NA,NA
"19224","F",14,1,1,0,NA,NA
"19225","F",4,0,0,0,0,0
"19226","F",12,0,0,0,0,NA
"19227","F",15,1,1,1,NA,NA
"19228","M",7,1,0,0,0,0
"19229","F",9,0,0,0,0,NA
"19230","F",13,0,0,0,NA,NA
"19231","F",7,0,0,0,0,0
"19232","M",12,0,0,0,0,NA
"19233","F",6,1,1,1,1,1
"19234","F",6,1,0,1,1,0
"19235","F",1,0,0,0,0,0
"19236","F",10,0,0,0,0,NA
"19237","M",9,0,0,0,0,NA
"19238","F",14,0,0,0,NA,NA
"19239","M",10,0,0,0,0,NA
"19240","M",11,1,1,1,1,NA
"19241","F",16,0,0,0,NA,NA
"19242","M",11,1,1,0,0,NA
"19243","F",7,1,0,0,0,0
"19244","F",16,0,0,0,NA,NA
"19245","F",13,0,0,0,NA,NA
"19246","F",7,0,0,0,0,0
"19247","F",9,0,0,0,0,NA
"19248","F",2,1,1,1,1,0
"19249","F",8,0,0,0,0,0
"19250","F",12,0,0,0,0,NA
"19251","M",12,0,0,0,0,NA
"19252","M",6,0,0,0,0,0
"19253","F",12,1,1,0,0,NA
"19254","M",9,1,0,0,0,NA
"19255","M",16,0,0,0,NA,NA
"19256","F",3,0,0,0,0,0
"19257","F",10,1,0,0,0,NA
"19258","F",11,1,0,0,0,NA
"19259","F",7,0,0,0,0,0
"19260","M",6,0,0,0,0,0
"19261","F",5,0,0,0,0,0
"19262","M",5,0,0,0,0,0
"19263","M",13,1,1,1,NA,NA
"19264","M",10,1,0,0,0,NA
"19265","F",1,1,1,1,1,1
"19266","M",3,1,1,1,1,1
"19267","F",3,1,1,1,1,1
"19268","M",10,0,0,0,0,NA
"19269","F",5,0,0,0,0,0
"19270","F",14,1,1,1,NA,NA
"19271","F",10,0,0,0,0,NA
"19272","M",15,1,0,0,NA,NA
"19273","F",10,1,1,1,1,NA
"19274","M",4,0,0,0,0,0
"19275","F",2,0,0,0,0,0
"19276","F",6,0,0,0,0,0
"19277","F",14,0,0,0,NA,NA
"19278","M",1,0,0,0,0,0
"19279","M",14,1,1,0,NA,NA
"19280","F",10,0,0,0,0,NA
"19281","F",15,0,0,0,NA,NA
"19282","F",11,1,0,0,1,NA
"19283","M",8,0,0,0,0,0
"19284","F",5,0,0,0,0,0
"19285","F",10,0,0,0,0,NA
"19286","M",13,0,0,0,NA,NA
"19287","F",11,0,0,0,0,NA
"19288","M",2,0,0,0,0,0
"19289","F",9,1,1,1,1,NA
"19290","F",6,1,1,1,1,1
"19291","M",15,0,0,0,NA,NA
"19292","M",3,0,0,0,0,0
"19293","F",10,1,1,0,0,NA
"19294","F",4,0,0,0,0,0
"19295","F",16,1,1,1,NA,NA
"19296","F",7,0,0,0,0,0
"19297","F",14,0,0,0,NA,NA
"19298","M",16,0,0,0,NA,NA
"19299","F",6,1,0,0,0,0
"19300","F",8,0,0,0,0,0
"19301","F",2,0,0,0,0,0
"19302","F",7,0,0,0,0,0
"19303","F",8,0,0,0,0,0
"19304","F",7,1,1,1,0,0
"19305","F",9,1,0,0,1,NA
"19306","M",12,1,1,1,1,NA
"19307","M",8,0,0,0,0,0
"19308","F",13,0,0,0,NA,NA
"19309","F",2,0,0,0,0,0
"19310","M",2,0,0,0,0,0
"19311","F",12,1,1,1,1,NA
"19312","F",10,1,1,1,1,NA
"19313","M",16,0,0,0,NA,NA
"19314","F",2,0,0,0,0,0
"19315","F",16,0,0,0,NA,NA
"19316","F",9,1,1,1,1,NA
"19317","F",15,1,1,0,NA,NA
"19318","F",3,0,0,0,0,0
"19319","F",15,1,0,1,NA,NA
"19320","F",11,1,1,1,1,NA
"19321","F",15,0,0,0,NA,NA
"19322","F",4,0,0,0,0,0
"19323","F",12,0,0,0,0,NA
"19324","F",12,0,0,0,0,NA
"19325","F",6,1,1,1,0,0
"19326","F",13,0,0,0,NA,NA
"19327","F",5,1,1,0,0,0
"19328","F",16,0,0,0,NA,NA
"19329","F",12,1,1,1,1,NA
"19330","M",7,1,0,0,0,0
"19331","F",2,0,0,0,0,0
"19332","M",16,0,0,0,NA,NA
"19333","M",12,1,1,1,0,NA
"19334","F",2,1,0,0,0,0
"19335","M",3,1,1,0,0,1
"19336","M",3,0,0,0,0,0
"19337","M",9,1,1,1,0,NA
"19338","F",1,0,0,0,0,0
"19339","F",4,0,0,0,0,0
"19340","M",10,0,0,0,0,NA
"19341","F",14,1,1,0,NA,NA
"19342","F",14,1,0,0,NA,NA
"19343","F",4,1,1,1,1,1
"19344","F",6,0,0,0,0,0
"19345","M",7,0,0,0,0,0
"19346","F",4,0,0,0,0,0
"19347","F",3,1,1,1,1,1
"19348","F",3,1,1,1,1,1
"19349","F",1,0,0,0,0,0
"19350","F",3,1,1,1,0,0
"19351","F",14,0,0,0,NA,NA
"19352","F",15,0,0,0,NA,NA
"19353","F",2,0,0,0,0,0
"19354","M",12,1,1,1,1,NA
"19355","F",3,1,0,0,0,0
"19356","F",6,0,0,0,0,0
"19357","F",13,0,0,0,NA,NA
"19358","F",10,1,0,0,0,NA
"19359","M",13,0,0,0,NA,NA
"19360","M",9,0,0,0,0,NA
"19361","F",13,0,0,0,NA,NA
"19362","F",10,0,0,0,0,NA
"19363","F",1,0,0,0,0,0
"19364","F",9,0,0,0,0,NA
"19365","M",11,0,0,0,0,NA
"19366","M",5,1,1,0,1,1
"19367","M",4,1,1,0,1,0
"19368","F",15,0,0,0,NA,NA
"19369","F",1,0,0,0,0,0
"19370","F",4,0,0,0,0,0
"19371","F",8,0,0,0,0,0
"19372","F",6,0,0,0,0,0
"19373","M",6,0,0,0,0,0
"19374","M",10,1,1,1,1,NA
"19375","M",8,0,0,0,0,0
"19376","M",15,0,0,0,NA,NA
"19377","F",3,1,1,1,1,1
"19378","F",14,0,0,0,NA,NA
"19379","F",5,1,0,0,0,0
"19380","F",9,1,0,0,0,NA
"19381","F",12,0,0,0,0,NA
"19382","M",2,1,1,0,0,0
"19383","M",1,0,0,0,0,0
"19384","F",16,0,0,0,NA,NA
"19385","F",10,1,0,0,0,NA
"19386","F",8,0,0,0,0,0
"19387","M",2,0,0,0,0,0
"19388","M",4,1,1,1,1,1
"19389","F",11,0,0,0,0,NA
"19390","F",10,1,0,0,1,NA
"19391","F",4,0,0,0,0,0
"19392","F",13,0,0,0,NA,NA
"19393","F",14,1,1,1,NA,NA
"19394","M",9,1,1,1,1,NA
"19395","F",9,0,0,0,0,NA
"19396","F",4,1,0,1,0,1
"19397","F",1,1,1,1,1,1
"19398","F",14,1,1,1,NA,NA
"19399","F",10,1,0,0,0,NA
"19400","F",9,0,0,0,0,NA
"19401","M",11,1,0,0,0,NA
"19402","M",1,0,0,0,0,0
"19403","F",4,1,1,0,0,0
"19404","M",16,0,0,0,NA,NA
"19405","F",1,0,0,0,0,0
"19406","F",1,0,0,0,0,0
"19407","M",7,1,1,0,1,1
"19408","F",16,1,1,1,NA,NA
"19409","M",14,0,0,0,NA,NA
"19410","M",4,1,1,1,0,0
"19411","M",1,0,0,0,0,0
"19412","F",1,1,1,1,1,1
"19413","F",8,1,1,1,1,1
"19414","M",14,0,0,0,NA,NA
"19415","M",3,0,0,0,0,0
"19416","F",13,1,1,1,NA,NA
"19417","F",14,0,0,0,NA,NA
"19418","M",9,1,0,0,0,NA
"19419","M",8,1,1,1,1,1
"19420","F",3,0,0,0,0,0
"19421","M",1,1,1,1,1,1
"19422","F",15,0,0,0,NA,NA
"19423","M",15,0,0,0,NA,NA
"19424","F",1,0,0,0,0,0
"19425","F",8,0,0,0,0,0
"19426","M",6,1,0,0,1,0
"19427","F",16,0,0,0,NA,NA
"19428","F",4,0,0,0,0,0
"19429","F",7,0,0,0,0,0
"19430","M",16,0,0,0,NA,NA
"19431","M",14,1,1,1,NA,NA
"19432","F",10,1,1,0,1,NA
"19433","F",9,0,0,0,0,NA
"19434","M",11,0,0,0,0,NA
"19435","M",1,0,0,0,0,0
"19436","M",8,1,0,1,0,0
"19437","M",4,1,1,1,1,1
"19438","M",3,1,0,0,0,0
"19439","F",8,0,0,0,0,0
"19440","F",7,1,0,0,0,0
"19441","F",11,0,0,0,0,NA
"19442","F",15,0,0,0,NA,NA
"19443","M",2,1,0,0,0,0
"19444","M",11,0,0,0,0,NA
"19445","M",7,0,0,0,0,0
"19446","M",12,1,1,0,0,NA
"19447","F",12,0,0,0,0,NA
"19448","F",9,0,0,0,0,NA
"19449","F",6,0,0,0,0,0
"19450","F",16,0,0,0,NA,NA
"19451","F",14,0,0,0,NA,NA
"19452","F",13,1,1,1,NA,NA
"19453","F",4,0,0,0,0,0
"19454","M",8,1,1,1,1,1
"19455","F",11,1,0,1,1,NA
"19456","F",12,1,0,0,1,NA
"19457","M",7,0,0,0,0,0
"19458","M",10,0,0,0,0,NA
"19459","F",6,0,0,0,0,0
"19460","M",12,0,0,0,0,NA
"19461","F",11,0,0,0,0,NA
"19462","F",4,0,0,0,0,0
"19463","F",7,1,1,1,1,1
"19464","M",5,1,0,0,0,0
"19465","F",12,0,0,0,0,NA
"19466","F",1,1,1,0,1,1
"19467","F",4,1,1,1,0,0
"19468","F",5,1,0,0,0,0
"19469","M",13,0,0,0,NA,NA
"19470","M",10,0,0,0,0,NA
"19471","F",10,1,0,1,0,NA
"19472","M",9,0,0,0,0,NA
"19473","M",16,1,1,1,NA,NA
"19474","F",7,0,0,0,0,0
"19475","F",8,1,1,1,1,1
"19476","F",1,0,0,0,0,0
"19477","F",5,0,0,0,0,0
"19478","F",7,0,0,0,0,0
"19479","F",8,1,1,1,1,1
"19480","M",4,1,0,0,0,0
"19481","F",4,1,0,0,0,0
"19482","M",13,0,0,0,NA,NA
"19483","F",7,0,0,0,0,0
"19484","F",13,0,0,0,NA,NA
"19485","F",13,0,0,0,NA,NA
"19486","M",13,0,0,0,NA,NA
"19487","F",9,0,0,0,0,NA
"19488","M",7,1,0,0,0,0
"19489","M",1,0,0,0,0,0
"19490","F",12,1,0,0,0,NA
"19491","F",12,1,0,0,0,NA
"19492","M",1,1,1,1,0,1
"19493","M",12,1,0,0,0,NA
"19494","F",4,1,0,1,1,1
"19495","M",8,0,0,0,0,0
"19496","M",7,0,0,0,0,0
"19497","F",15,0,0,0,NA,NA
"19498","F",13,1,0,0,NA,NA
"19499","F",8,0,0,0,0,0
"19500","F",9,1,1,1,1,NA
"19501","F",6,1,1,1,0,0
"19502","F",6,1,0,0,1,0
"19503","M",16,1,0,1,NA,NA
"19504","F",15,1,1,1,NA,NA
"19505","F",7,0,0,0,0,0
"19506","F",12,1,1,1,1,NA
"19507","F",12,1,1,0,0,NA
"19508","M",16,1,0,0,NA,NA
"19509","M",15,1,0,0,NA,NA
"19510","M",7,0,0,0,0,0
"19511","F",3,1,0,1,1,1
"19512","F",5,0,0,0,0,0
"19513","F",4,0,0,0,0,0
"19514","M",10,1,1,0,0,NA
"19515","M",11,1,1,1,0,NA
"19516","F",2,1,1,1,1,1
"19517","M",7,1,1,1,1,1
"19518","M",11,0,0,0,0,NA
"19519","F",10,0,0,0,0,NA
"19520","F",12,1,0,0,0,NA
"19521","F",1,1,1,1,0,0
"19522","F",10,0,0,0,0,NA
"19523","F",1,1,1,0,0,1
"19524","F",6,0,0,0,0,0
"19525","M",16,0,0,0,NA,NA
"19526","M",13,1,0,0,NA,NA
"19527","M",13,0,0,0,NA,NA
"19528","M",11,0,0,0,0,NA
"19529","F",10,1,1,1,1,NA
"19530","F",15,0,0,0,NA,NA
"19531","M",2,0,0,0,0,0
"19532","F",11,1,0,0,0,NA
"19533","F",10,1,1,1,0,NA
"19534","F",1,0,0,0,0,0
"19535","F",3,0,0,0,0,0
"19536","F",4,0,0,0,0,0
"19537","F",5,0,0,0,0,0
"19538","F",14,1,1,1,NA,NA
"19539","F",16,0,0,0,NA,NA
"19540","F",4,1,1,1,0,0
"19541","M",7,1,0,0,0,0
"19542","F",12,0,0,0,0,NA
"19543","M",2,0,0,0,0,0
"19544","F",10,0,0,0,0,NA
"19545","F",6,1,1,0,0,0
"19546","F",13,1,1,1,NA,NA
"19547","F",5,0,0,0,0,0
"19548","M",14,0,0,0,NA,NA
"19549","F",5,1,1,1,0,1
"19550","F",3,1,1,0,0,1
"19551","F",8,1,0,0,0,0
"19552","F",2,0,0,0,0,0
"19553","F",5,0,0,0,0,0
"19554","F",2,1,0,0,1,0
"19555","F",16,0,0,0,NA,NA
"19556","F",16,0,0,0,NA,NA
"19557","F",16,0,0,0,NA,NA
"19558","F",1,1,1,0,1,1
"19559","F",2,0,0,0,0,0
"19560","F",9,0,0,0,0,NA
"19561","M",10,1,1,1,1,NA
"19562","M",8,1,0,1,1,1
"19563","F",3,0,0,0,0,0
"19564","F",10,0,0,0,0,NA
"19565","F",10,1,1,1,1,NA
"19566","F",13,1,1,1,NA,NA
"19567","F",10,0,0,0,0,NA
"19568","F",5,0,0,0,0,0
"19569","M",10,1,0,0,0,NA
"19570","F",4,1,1,0,0,0
"19571","F",7,1,0,0,0,0
"19572","F",12,1,1,1,1,NA
"19573","M",7,1,0,0,0,0
"19574","M",12,1,1,0,1,NA
"19575","F",11,1,1,1,1,NA
"19576","M",13,1,1,0,NA,NA
"19577","F",16,1,1,0,NA,NA
"19578","F",2,1,0,1,0,0
"19579","F",1,1,0,0,0,0
"19580","M",7,1,1,0,0,0
"19581","F",10,0,0,0,0,NA
"19582","F",12,0,0,0,0,NA
"19583","M",6,0,0,0,0,0
"19584","M",16,0,0,0,NA,NA
"19585","M",14,0,0,0,NA,NA
"19586","M",16,1,1,1,NA,NA
"19587","F",14,0,0,0,NA,NA
"19588","F",4,0,0,0,0,0
"19589","F",10,0,0,0,0,NA
"19590","M",4,1,1,1,0,0
"19591","F",3,0,0,0,0,0
"19592","F",4,1,1,1,1,1
"19593","F",16,1,0,1,NA,NA
"19594","F",15,0,0,0,NA,NA
"19595","F",11,0,0,0,0,NA
"19596","F",3,0,0,0,0,0
"19597","M",8,0,0,0,0,0
"19598","F",5,1,1,0,0,0
"19599","M",3,0,0,0,0,0
"19600","M",15,0,0,0,NA,NA
"19601","M",14,1,1,1,NA,NA
"19602","F",2,1,0,0,0,0
"19603","F",7,1,0,0,0,0
"19604","F",1,0,0,0,0,0
"19605","M",11,1,1,0,1,NA
"19606","F",5,1,1,1,0,1
"19607","M",8,0,0,0,0,0
"19608","F",12,0,0,0,0,NA
"19609","F",4,1,1,0,1,1
"19610","F",2,0,0,0,0,0
"19611","M",12,0,0,0,0,NA
"19612","M",11,0,0,0,0,NA
"19613","F",14,0,0,0,NA,NA
"19614","F",3,0,0,0,0,0
"19615","F",8,1,0,0,0,0
"19616","F",14,0,0,0,NA,NA
"19617","F",5,0,0,0,0,0
"19618","F",6,1,0,0,1,1
"19619","M",9,1,1,0,0,NA
"19620","M",13,0,0,0,NA,NA
"19621","F",7,0,0,0,0,0
"19622","F",4,1,1,0,0,0
"19623","F",16,1,1,1,NA,NA
"19624","F",9,0,0,0,0,NA
"19625","M",12,1,1,0,0,NA
"19626","F",5,1,1,1,1,1
"19627","M",4,0,0,0,0,0
"19628","M",2,1,0,0,0,0
"19629","F",1,1,0,1,0,0
"19630","F",9,1,1,1,0,NA
"19631","F",1,0,0,0,0,0
