"","sex","cohort","sent","wave1","wave2","wave3","wave4"
"19632","F",4,1,1,0,0,0
"19633","M",16,1,1,1,NA,NA
"19634","F",6,1,1,1,1,1
"19635","M",6,1,0,1,0,1
"19636","F",5,0,0,0,0,0
"19637","F",15,0,0,0,NA,NA
"19638","F",5,0,0,0,0,0
"19639","F",7,0,0,0,0,0
"19640","F",4,0,0,0,0,0
"19641","F",14,0,0,0,NA,NA
"19642","M",5,0,0,0,0,0
"19643","F",14,0,0,0,NA,NA
"19644","M",7,1,0,0,0,0
"19645","M",14,1,1,1,NA,NA
"19646","M",15,0,0,0,NA,NA
"19647","M",1,1,0,1,0,0
"19648","M",15,0,0,0,NA,NA
"19649","F",12,1,1,1,0,NA
"19650","F",6,1,1,0,0,0
"19651","F",8,0,0,0,0,0
"19652","M",2,0,0,0,0,0
"19653","F",10,0,0,0,0,NA
"19654","F",13,0,0,0,NA,NA
"19655","F",15,1,1,0,NA,NA
"19656","F",5,0,0,0,0,0
"19657","F",9,0,0,0,0,NA
"19658","F",5,1,1,1,1,0
"19659","F",6,0,0,0,0,0
"19660","F",5,1,0,0,1,0
"19661","M",3,1,1,0,0,0
"19662","F",15,0,0,0,NA,NA
"19663","F",5,0,0,0,0,0
"19664","F",9,0,0,0,0,NA
"19665","F",10,1,0,0,1,NA
"19666","F",8,1,0,1,0,0
"19667","M",3,1,0,0,0,0
"19668","M",2,0,0,0,0,0
"19669","F",3,0,0,0,0,0
"19670","M",5,1,0,0,0,0
"19671","F",8,0,0,0,0,0
"19672","F",6,0,0,0,0,0
"19673","M",16,0,0,0,NA,NA
"19674","F",5,1,1,1,0,0
"19675","F",1,1,0,0,0,0
"19676","M",2,0,0,0,0,0
"19677","F",13,1,1,0,NA,NA
"19678","F",8,0,0,0,0,0
"19679","F",16,1,1,1,NA,NA
"19680","F",12,1,1,1,0,NA
"19681","F",5,1,1,0,1,1
"19682","F",7,0,0,0,0,0
"19683","M",15,0,0,0,NA,NA
"19684","M",10,0,0,0,0,NA
"19685","F",13,0,0,0,NA,NA
"19686","M",12,0,0,0,0,NA
"19687","M",13,0,0,0,NA,NA
"19688","F",4,1,1,0,0,1
"19689","F",1,1,0,0,0,0
"19690","M",7,0,0,0,0,0
"19691","F",8,1,0,0,0,0
"19692","M",9,1,0,1,0,NA
"19693","M",14,0,0,0,NA,NA
"19694","F",7,0,0,0,0,0
"19695","M",16,1,1,0,NA,NA
"19696","F",6,0,0,0,0,0
"19697","M",10,1,0,0,0,NA
"19698","F",10,1,1,0,0,NA
"19699","M",16,1,0,0,NA,NA
"19700","M",3,0,0,0,0,0
"19701","M",7,0,0,0,0,0
"19702","F",7,1,0,1,0,0
"19703","M",1,1,1,1,0,0
"19704","F",4,0,0,0,0,0
"19705","M",10,0,0,0,0,NA
"19706","F",2,0,0,0,0,0
"19707","F",16,0,0,0,NA,NA
"19708","F",2,0,0,0,0,0
"19709","M",12,0,0,0,0,NA
"19710","F",5,0,0,0,0,0
"19711","F",5,0,0,0,0,0
"19712","F",12,0,0,0,0,NA
"19713","M",14,0,0,0,NA,NA
"19714","F",16,0,0,0,NA,NA
"19715","F",8,1,0,1,0,0
"19716","F",1,0,0,0,0,0
"19717","F",14,1,1,1,NA,NA
"19718","F",15,1,0,0,NA,NA
"19719","M",5,0,0,0,0,0
"19720","M",4,0,0,0,0,0
"19721","M",9,1,1,0,0,NA
"19722","F",8,1,1,1,1,1
"19723","F",8,1,0,0,0,0
"19724","F",10,0,0,0,0,NA
"19725","F",7,0,0,0,0,0
"19726","F",15,0,0,0,NA,NA
"19727","F",2,0,0,0,0,0
"19728","F",10,1,1,1,0,NA
"19729","M",2,1,1,1,0,0
"19730","M",5,1,1,1,0,0
"19731","F",5,1,1,0,0,0
"19732","M",5,1,1,1,0,0
"19733","F",6,0,0,0,0,0
"19734","M",9,1,1,1,0,NA
"19735","F",10,0,0,0,0,NA
"19736","M",3,1,1,0,0,0
"19737","M",5,0,0,0,0,0
"19738","F",1,1,1,1,0,0
"19739","F",3,0,0,0,0,0
"19740","F",12,0,0,0,0,NA
"19741","F",16,1,1,1,NA,NA
"19742","F",11,0,0,0,0,NA
"19743","M",16,0,0,0,NA,NA
"19744","F",13,1,1,1,NA,NA
"19745","F",7,0,0,0,0,0
"19746","F",8,0,0,0,0,0
"19747","F",9,0,0,0,0,NA
"19748","M",8,1,1,1,1,1
"19749","F",12,0,0,0,0,NA
"19750","F",9,0,0,0,0,NA
"19751","F",5,1,1,0,0,0
"19752","M",7,0,0,0,0,0
"19753","M",9,1,1,0,0,NA
"19754","M",6,0,0,0,0,0
"19755","F",3,0,0,0,0,0
"19756","F",8,0,0,0,0,0
"19757","F",12,1,0,0,1,NA
"19758","F",3,1,1,0,0,0
"19759","F",1,1,1,1,0,1
"19760","F",2,0,0,0,0,0
"19761","F",9,0,0,0,0,NA
"19762","F",6,0,0,0,0,0
"19763","F",3,1,1,1,1,1
"19764","F",14,1,1,0,NA,NA
"19765","F",8,0,0,0,0,0
"19766","F",2,1,1,1,1,1
"19767","F",4,1,0,0,0,0
"19768","F",16,0,0,0,NA,NA
"19769","F",8,0,0,0,0,0
"19770","F",12,1,0,0,0,NA
"19771","M",15,0,0,0,NA,NA
"19772","F",5,1,0,0,0,0
"19773","F",13,0,0,0,NA,NA
"19774","F",13,1,0,0,NA,NA
"19775","F",14,0,0,0,NA,NA
"19776","M",16,0,0,0,NA,NA
"19777","F",8,1,1,1,1,1
"19778","M",3,1,1,0,0,1
"19779","M",8,1,1,1,0,1
"19780","F",10,0,0,0,0,NA
"19781","F",8,0,0,0,0,0
"19782","F",12,1,0,0,0,NA
"19783","F",4,1,0,0,0,0
"19784","F",1,0,0,0,0,0
"19785","F",15,0,0,0,NA,NA
"19786","M",16,1,0,0,NA,NA
"19787","F",5,0,0,0,0,0
"19788","F",10,0,0,0,0,NA
"19789","M",2,0,0,0,0,0
"19790","M",2,0,0,0,0,0
"19791","F",14,1,0,0,NA,NA
"19792","F",12,0,0,0,0,NA
"19793","M",7,1,1,1,1,0
"19794","F",4,0,0,0,0,0
"19795","M",13,1,1,0,NA,NA
"19796","F",6,0,0,0,0,0
"19797","F",9,1,1,0,0,NA
"19798","F",13,0,0,0,NA,NA
"19799","M",10,0,0,0,0,NA
"19800","M",10,0,0,0,0,NA
"19801","F",10,1,1,1,0,NA
"19802","M",2,0,0,0,0,0
"19803","M",2,0,0,0,0,0
"19804","F",3,1,1,1,1,1
"19805","M",16,1,1,1,NA,NA
"19806","M",1,1,1,0,0,0
"19807","F",4,0,0,0,0,0
"19808","F",12,1,0,0,0,NA
"19809","F",7,0,0,0,0,0
"19810","F",12,1,0,1,1,NA
"19811","F",4,1,1,1,1,0
"19812","F",2,0,0,0,0,0
"19813","M",7,0,0,0,0,0
"19814","F",6,1,0,0,0,0
"19815","F",16,1,0,0,NA,NA
"19816","F",8,0,0,0,0,0
"19817","F",2,1,0,0,1,1
"19818","M",15,0,0,0,NA,NA
"19819","F",5,0,0,0,0,0
"19820","F",9,0,0,0,0,NA
"19821","M",13,1,1,0,NA,NA
"19822","F",10,0,0,0,0,NA
"19823","M",15,0,0,0,NA,NA
"19824","M",8,0,0,0,0,0
"19825","F",5,1,1,1,1,0
"19826","M",1,1,1,1,1,0
"19827","M",15,0,0,0,NA,NA
"19828","F",1,0,0,0,0,0
"19829","F",8,0,0,0,0,0
"19830","F",6,1,1,1,1,1
"19831","F",7,1,0,1,1,0
"19832","F",14,0,0,0,NA,NA
"19833","F",8,1,0,0,0,0
"19834","F",5,0,0,0,0,0
"19835","F",15,0,0,0,NA,NA
"19836","M",12,1,1,1,0,NA
"19837","M",5,0,0,0,0,0
"19838","M",1,0,0,0,0,0
"19839","F",9,0,0,0,0,NA
"19840","F",13,1,0,0,NA,NA
"19841","F",9,0,0,0,0,NA
"19842","M",14,1,0,0,NA,NA
"19843","F",15,1,0,0,NA,NA
"19844","F",8,1,1,0,0,0
"19845","F",10,1,1,1,0,NA
"19846","M",10,1,0,0,0,NA
"19847","F",14,1,0,0,NA,NA
"19848","F",8,0,0,0,0,0
"19849","F",14,0,0,0,NA,NA
"19850","M",6,0,0,0,0,0
"19851","M",10,0,0,0,0,NA
"19852","F",3,0,0,0,0,0
"19853","F",7,0,0,0,0,0
"19854","M",16,0,0,0,NA,NA
"19855","F",7,0,0,0,0,0
"19856","M",5,0,0,0,0,0
"19857","F",10,1,1,1,0,NA
"19858","M",14,1,1,0,NA,NA
"19859","F",13,0,0,0,NA,NA
"19860","M",8,0,0,0,0,0
"19861","M",16,1,1,0,NA,NA
"19862","M",12,0,0,0,0,NA
"19863","M",7,1,0,0,0,0
"19864","F",8,0,0,0,0,0
"19865","M",2,1,1,1,1,1
"19866","M",10,1,0,0,0,NA
"19867","M",6,1,1,0,0,1
"19868","M",1,0,0,0,0,0
"19869","F",12,1,0,0,0,NA
"19870","F",4,1,1,1,1,0
"19871","F",2,0,0,0,0,0
"19872","M",3,0,0,0,0,0
"19873","M",16,0,0,0,NA,NA
"19874","F",11,1,1,1,1,NA
"19875","F",3,1,0,0,0,0
"19876","F",13,1,0,1,NA,NA
"19877","F",12,1,1,0,0,NA
"19878","M",6,0,0,0,0,0
"19879","M",8,1,0,0,0,0
"19880","F",8,1,1,0,0,0
"19881","M",16,0,0,0,NA,NA
"19882","M",15,1,0,0,NA,NA
"19883","M",7,1,0,0,0,0
"19884","F",5,1,1,1,0,0
"19885","F",10,0,0,0,0,NA
"19886","F",8,0,0,0,0,0
"19887","F",11,0,0,0,0,NA
"19888","M",9,0,0,0,0,NA
"19889","M",11,1,0,0,0,NA
"19890","M",11,0,0,0,0,NA
"19891","M",14,1,1,1,NA,NA
"19892","M",2,1,1,1,0,0
"19893","M",7,0,0,0,0,0
"19894","M",9,1,0,0,0,NA
"19895","F",4,0,0,0,0,0
"19896","F",10,1,1,1,0,NA
"19897","M",12,0,0,0,0,NA
"19898","F",3,1,1,1,0,0
"19899","F",13,1,0,0,NA,NA
"19900","F",8,0,0,0,0,0
"19901","M",16,0,0,0,NA,NA
"19902","M",8,1,1,1,1,1
"19903","M",9,1,1,1,0,NA
"19904","F",4,0,0,0,0,0
"19905","M",12,1,1,0,0,NA
"19906","F",15,1,1,1,NA,NA
"19907","M",4,0,0,0,0,0
"19908","F",2,1,1,0,1,0
"19909","F",5,0,0,0,0,0
"19910","M",10,0,0,0,0,NA
"19911","F",3,1,1,1,0,0
"19912","F",13,1,0,0,NA,NA
"19913","F",7,1,0,0,0,0
"19914","M",7,0,0,0,0,0
"19915","F",6,1,0,0,0,0
"19916","F",16,0,0,0,NA,NA
"19917","F",10,0,0,0,0,NA
"19918","M",4,1,1,1,1,1
"19919","F",5,1,1,1,1,0
"19920","F",14,0,0,0,NA,NA
"19921","F",4,0,0,0,0,0
"19922","F",16,0,0,0,NA,NA
"19923","F",9,0,0,0,0,NA
"19924","F",13,0,0,0,NA,NA
"19925","F",13,0,0,0,NA,NA
"19926","M",2,1,1,0,0,0
"19927","F",2,1,1,1,1,0
"19928","M",3,0,0,0,0,0
"19929","F",9,1,1,1,0,NA
"19930","F",4,1,0,0,0,0
"19931","F",4,0,0,0,0,0
"19932","M",2,0,0,0,0,0
"19933","F",11,0,0,0,0,NA
"19934","F",15,1,1,0,NA,NA
"19935","F",15,1,1,1,NA,NA
"19936","F",12,1,0,0,0,NA
"19937","F",12,0,0,0,0,NA
"19938","M",14,1,0,0,NA,NA
"19939","F",4,0,0,0,0,0
"19940","F",12,0,0,0,0,NA
"19941","M",9,0,0,0,0,NA
"19942","F",4,0,0,0,0,0
"19943","M",9,0,0,0,0,NA
"19944","F",2,0,0,0,0,0
"19945","M",9,0,0,0,0,NA
"19946","F",2,0,0,0,0,0
"19947","F",1,1,0,0,0,0
"19948","M",13,1,0,0,NA,NA
"19949","F",1,0,0,0,0,0
"19950","F",2,1,1,1,1,1
"19951","F",9,1,0,0,0,NA
"19952","F",2,1,1,0,1,0
"19953","M",4,1,0,0,0,0
"19954","F",10,1,1,1,0,NA
"19955","F",9,0,0,0,0,NA
"19956","M",1,1,1,0,1,1
"19957","F",5,0,0,0,0,0
"19958","M",2,1,1,1,0,0
"19959","F",7,0,0,0,0,0
"19960","F",13,0,0,0,NA,NA
"19961","M",2,1,0,0,0,0
"19962","F",12,0,0,0,0,NA
"19963","M",13,0,0,0,NA,NA
"19964","F",4,0,0,0,0,0
"19965","F",14,1,0,0,NA,NA
"19966","M",11,1,0,0,0,NA
"19967","M",16,1,1,0,NA,NA
"19968","F",6,0,0,0,0,0
"19969","F",10,0,0,0,0,NA
"19970","F",4,0,0,0,0,0
"19971","F",5,0,0,0,0,0
"19972","F",15,0,0,0,NA,NA
"19973","M",7,1,1,0,0,1
"19974","F",11,1,1,1,1,NA
"19975","M",4,1,0,0,0,0
"19976","F",8,0,0,0,0,0
"19977","F",11,1,1,1,1,NA
"19978","F",2,1,0,0,0,0
"19979","M",8,1,1,1,1,1
"19980","F",10,1,0,0,0,NA
"19981","F",2,1,0,0,0,0
"19982","F",16,1,1,1,NA,NA
"19983","M",12,0,0,0,0,NA
"19984","M",3,0,0,0,0,0
"19985","F",15,1,0,1,NA,NA
"19986","M",7,1,0,0,0,0
"19987","F",11,0,0,0,0,NA
"19988","F",7,0,0,0,0,0
"19989","M",12,1,1,1,0,NA
"19990","M",16,1,0,0,NA,NA
"19991","F",13,0,0,0,NA,NA
"19992","F",4,1,1,0,0,0
"19993","M",3,1,0,0,0,0
"19994","F",14,1,0,0,NA,NA
"19995","M",3,1,1,1,1,0
"19996","F",5,0,0,0,0,0
"19997","M",9,1,1,0,0,NA
"19998","M",12,1,0,0,0,NA
"19999","M",3,1,1,1,0,0
"20000","F",14,1,0,0,NA,NA
"20001","M",10,1,0,0,0,NA
"20002","F",14,0,0,0,NA,NA
"20003","F",12,0,0,0,0,NA
"20004","M",8,0,0,0,0,0
"20005","M",6,0,0,0,0,0
"20006","F",3,0,0,0,0,0
"20007","F",14,1,1,0,NA,NA
"20008","F",2,1,1,0,0,0
"20009","F",2,1,1,1,0,0
"20010","M",16,1,1,0,NA,NA
"20011","F",4,1,1,1,1,1
"20012","M",6,0,0,0,0,0
"20013","M",10,1,0,0,0,NA
"20014","M",4,0,0,0,0,0
"20015","F",16,1,1,1,NA,NA
"20016","F",9,0,0,0,0,NA
"20017","F",15,0,0,0,NA,NA
"20018","F",7,1,1,1,1,1
"20019","F",16,1,0,0,NA,NA
"20020","F",5,1,0,0,0,0
"20021","F",4,0,0,0,0,0
"20022","M",15,1,1,1,NA,NA
"20023","M",7,1,0,0,0,0
"20024","M",4,1,1,1,1,0
"20025","M",6,1,0,1,0,0
"20026","M",13,1,0,0,NA,NA
"20027","F",5,0,0,0,0,0
"20028","F",6,1,1,0,1,0
"20029","F",11,1,0,0,0,NA
"20030","F",1,1,1,0,0,0
"20031","M",6,1,1,0,1,1
"20032","M",11,1,0,0,0,NA
"20033","F",8,0,0,0,0,0
"20034","F",4,0,0,0,0,0
"20035","F",8,0,0,0,0,0
"20036","F",6,0,0,0,0,0
"20037","M",7,1,0,0,0,0
"20038","F",7,0,0,0,0,0
"20039","F",5,1,1,0,0,0
"20040","F",7,1,1,0,1,1
"20041","M",5,1,0,0,0,0
"20042","F",8,0,0,0,0,0
"20043","F",12,0,0,0,0,NA
"20044","F",14,1,1,1,NA,NA
"20045","F",1,0,0,0,0,0
"20046","F",2,0,0,0,0,0
"20047","F",2,1,1,1,1,1
"20048","M",11,0,0,0,0,NA
"20049","F",2,1,0,0,0,0
"20050","F",16,1,0,1,NA,NA
"20051","F",14,0,0,0,NA,NA
"20052","F",14,0,0,0,NA,NA
"20053","F",4,0,0,0,0,0
"20054","F",10,0,0,0,0,NA
"20055","F",15,1,1,1,NA,NA
"20056","F",16,0,0,0,NA,NA
"20057","F",12,1,0,1,1,NA
"20058","F",16,0,0,0,NA,NA
"20059","F",2,0,0,0,0,0
"20060","F",6,1,1,0,0,0
"20061","F",16,0,0,0,NA,NA
"20062","F",3,0,0,0,0,0
"20063","F",8,1,1,0,0,0
"20064","F",8,1,0,0,0,0
"20065","F",12,1,0,0,1,NA
"20066","M",3,1,0,0,0,1
"20067","F",16,0,0,0,NA,NA
"20068","F",9,1,1,1,1,NA
"20069","F",14,0,0,0,NA,NA
"20070","F",11,0,0,0,0,NA
"20071","M",10,1,0,0,0,NA
"20072","F",12,1,1,0,1,NA
"20073","F",5,1,1,1,1,0
"20074","F",7,0,0,0,0,0
"20075","F",15,0,0,0,NA,NA
"20076","F",3,1,1,0,1,0
"20077","F",4,0,0,0,0,0
"20078","F",12,0,0,0,0,NA
"20079","F",3,0,0,0,0,0
"20080","F",11,0,0,0,0,NA
"20081","F",5,1,1,0,0,0
"20082","M",6,1,0,0,0,0
"20083","F",2,0,0,0,0,0
"20084","F",10,1,0,0,0,NA
"20085","M",5,0,0,0,0,0
"20086","F",7,0,0,0,0,0
"20087","M",12,1,0,0,0,NA
"20088","F",1,0,0,0,0,0
"20089","F",3,1,1,1,0,0
"20090","M",15,1,1,1,NA,NA
"20091","F",3,0,0,0,0,0
"20092","F",16,0,0,0,NA,NA
"20093","F",16,0,0,0,NA,NA
"20094","M",8,0,0,0,0,0
"20095","F",16,1,1,1,NA,NA
"20096","F",13,0,0,0,NA,NA
"20097","M",4,0,0,0,0,0
"20098","F",8,0,0,0,0,0
"20099","M",5,1,1,0,0,0
"20100","M",8,1,0,0,0,0
"20101","F",4,0,0,0,0,0
"20102","F",12,0,0,0,0,NA
"20103","M",16,1,0,0,NA,NA
"20104","F",1,0,0,0,0,0
"20105","M",3,1,0,0,0,1
"20106","F",9,1,1,1,1,NA
"20107","F",7,1,1,0,0,0
"20108","F",15,1,1,0,NA,NA
"20109","M",9,0,0,0,0,NA
"20110","M",13,0,0,0,NA,NA
"20111","M",6,1,1,0,0,0
"20112","F",13,0,0,0,NA,NA
"20113","F",4,0,0,0,0,0
"20114","F",13,1,0,0,NA,NA
"20115","F",2,0,0,0,0,0
"20116","F",5,0,0,0,0,0
"20117","F",13,1,0,1,NA,NA
"20118","F",8,0,0,0,0,0
"20119","F",12,0,0,0,0,NA
"20120","F",13,1,0,1,NA,NA
"20121","F",1,0,0,0,0,0
"20122","M",9,0,0,0,0,NA
"20123","M",4,1,0,0,0,0
"20124","F",13,1,0,0,NA,NA
"20125","F",4,0,0,0,0,0
"20126","F",6,1,1,0,0,0
"20127","M",12,1,0,0,0,NA
"20128","F",5,0,0,0,0,0
"20129","F",14,0,0,0,NA,NA
"20130","F",8,0,0,0,0,0
"20131","F",10,0,0,0,0,NA
"20132","M",2,1,1,0,0,0
"20133","M",10,1,0,1,0,NA
"20134","F",12,1,0,0,0,NA
"20135","F",6,0,0,0,0,0
"20136","F",7,0,0,0,0,0
"20137","F",10,0,0,0,0,NA
"20138","F",3,0,0,0,0,0
"20139","F",2,1,0,0,0,0
"20140","F",9,0,0,0,0,NA
"20141","M",8,0,0,0,0,0
"20142","F",13,0,0,0,NA,NA
"20143","M",3,1,0,0,0,0
"20144","M",6,0,0,0,0,0
"20145","F",11,1,1,0,0,NA
"20146","F",1,1,1,1,0,0
"20147","F",14,1,1,0,NA,NA
"20148","M",2,1,1,1,1,1
"20149","F",8,1,0,0,0,0
"20150","M",15,0,0,0,NA,NA
"20151","M",5,0,0,0,0,0
"20152","F",9,0,0,0,0,NA
"20153","F",4,0,0,0,0,0
"20154","M",6,0,0,0,0,0
"20155","M",10,1,0,0,0,NA
"20156","F",2,0,0,0,0,0
"20157","M",16,0,0,0,NA,NA
"20158","M",13,1,1,0,NA,NA
"20159","M",15,0,0,0,NA,NA
"20160","M",13,0,0,0,NA,NA
"20161","M",3,1,0,0,0,0
"20162","F",2,0,0,0,0,0
"20163","F",2,1,0,0,0,0
"20164","F",5,0,0,0,0,0
"20165","F",15,0,0,0,NA,NA
"20166","F",15,0,0,0,NA,NA
"20167","M",14,1,0,0,NA,NA
"20168","F",11,0,0,0,0,NA
"20169","M",9,1,1,0,0,NA
"20170","F",9,0,0,0,0,NA
"20171","F",10,0,0,0,0,NA
"20172","F",13,0,0,0,NA,NA
"20173","F",3,0,0,0,0,0
"20174","F",8,1,0,0,0,0
"20175","M",4,1,0,0,0,0
"20176","M",11,1,0,0,0,NA
"20177","F",2,0,0,0,0,0
"20178","F",11,0,0,0,0,NA
"20179","F",13,0,0,0,NA,NA
"20180","F",10,1,0,0,0,NA
"20181","F",7,1,0,0,0,0
"20182","F",1,0,0,0,0,0
"20183","F",6,0,0,0,0,0
"20184","F",8,0,0,0,0,0
"20185","F",4,1,0,0,0,0
"20186","F",2,0,0,0,0,0
"20187","F",5,0,0,0,0,0
"20188","F",6,0,0,0,0,0
"20189","F",11,0,0,0,0,NA
"20190","F",1,0,0,0,0,0
"20191","M",16,1,0,0,NA,NA
"20192","F",11,1,0,0,0,NA
"20193","F",6,0,0,0,0,0
"20194","F",1,1,0,0,0,0
"20195","M",2,1,1,0,0,1
"20196","M",8,1,0,0,0,0
"20197","F",8,0,0,0,0,0
"20198","F",15,0,0,0,NA,NA
"20199","F",8,1,0,0,0,0
"20200","M",14,1,1,1,NA,NA
"20201","M",14,1,0,0,NA,NA
"20202","M",11,1,1,0,0,NA
"20203","F",6,1,0,0,0,0
"20204","F",15,1,0,0,NA,NA
"20205","M",9,1,0,0,0,NA
"20206","M",10,0,0,0,0,NA
"20207","F",10,0,0,0,0,NA
"20208","F",16,1,0,0,NA,NA
"20209","F",1,1,0,0,0,0
"20210","F",11,0,0,0,0,NA
"20211","F",4,0,0,0,0,0
"20212","F",10,0,0,0,0,NA
"20213","F",5,0,0,0,0,0
"20214","F",16,1,0,0,NA,NA
"20215","F",6,1,0,0,0,0
"20216","M",10,0,0,0,0,NA
"20217","F",9,1,0,0,0,NA
"20218","F",10,0,0,0,0,NA
"20219","M",6,1,0,0,0,0
"20220","M",8,1,0,0,0,0
"20221","M",16,0,0,0,NA,NA
"20222","F",16,0,0,0,NA,NA
"20223","F",1,1,1,1,1,1
"20224","F",5,0,0,0,0,0
"20225","F",3,0,0,0,0,0
"20226","M",8,1,1,0,0,0
"20227","M",4,1,0,1,0,0
"20228","F",5,1,1,0,1,0
"20229","F",11,0,0,0,0,NA
"20230","F",8,1,1,1,0,0
"20231","F",14,0,0,0,NA,NA
"20232","F",1,0,0,0,0,0
"20233","F",1,1,1,1,0,0
"20234","M",7,0,0,0,0,0
"20235","F",1,0,0,0,0,0
"20236","M",7,0,0,0,0,0
"20237","F",15,0,0,0,NA,NA
"20238","F",11,0,0,0,0,NA
"20239","F",10,0,0,0,0,NA
"20240","F",4,1,1,1,1,1
"20241","F",5,0,0,0,0,0
"20242","M",11,1,0,0,0,NA
"20243","F",3,0,0,0,0,0
"20244","F",6,0,0,0,0,0
"20245","F",9,0,0,0,0,NA
"20246","F",5,1,1,1,1,1
"20247","F",12,1,0,0,0,NA
"20248","M",4,1,0,0,0,0
"20249","M",6,0,0,0,0,0
"20250","M",7,0,0,0,0,0
"20251","F",10,0,0,0,0,NA
"20252","M",10,1,1,1,1,NA
"20253","M",13,1,0,0,NA,NA
"20254","F",11,1,0,0,0,NA
"20255","F",4,0,0,0,0,0
"20256","M",15,0,0,0,NA,NA
"20257","F",11,0,0,0,0,NA
"20258","F",13,0,0,0,NA,NA
"20259","M",9,0,0,0,0,NA
"20260","M",8,1,0,1,0,0
"20261","M",5,1,0,0,0,0
"20262","F",11,0,0,0,0,NA
"20263","F",8,1,0,0,0,0
"20264","F",5,0,0,0,0,0
"20265","M",5,1,0,0,0,0
"20266","M",3,0,0,0,0,0
"20267","M",5,1,0,0,0,0
"20268","F",9,1,0,0,0,NA
"20269","F",1,1,0,0,0,0
"20270","F",7,1,0,0,0,0
"20271","F",7,0,0,0,0,0
"20272","F",12,1,1,1,1,NA
"20273","F",10,0,0,0,0,NA
"20274","F",9,1,0,1,0,NA
"20275","F",12,0,0,0,0,NA
"20276","F",10,0,0,0,0,NA
"20277","M",4,1,0,0,0,0
"20278","F",13,1,1,0,NA,NA
"20279","F",12,0,0,0,0,NA
"20280","F",10,0,0,0,0,NA
"20281","F",14,0,0,0,NA,NA
"20282","M",6,0,0,0,0,0
"20283","F",8,0,0,0,0,0
"20284","M",16,0,0,0,NA,NA
"20285","F",3,1,0,0,0,0
"20286","F",14,0,0,0,NA,NA
"20287","M",2,0,0,0,0,0
"20288","F",14,0,0,0,NA,NA
"20289","F",8,0,0,0,0,0
"20290","F",1,0,0,0,0,0
"20291","F",2,0,0,0,0,0
"20292","F",4,0,0,0,0,0
"20293","F",1,0,0,0,0,0
"20294","F",7,0,0,0,0,0
"20295","F",7,0,0,0,0,0
"20296","M",8,1,1,0,0,1
"20297","F",13,1,0,0,NA,NA
"20298","F",10,0,0,0,0,NA
"20299","F",14,0,0,0,NA,NA
"20300","F",7,1,1,0,0,0
"20301","F",16,0,0,0,NA,NA
"20302","M",1,1,0,0,0,0
"20303","M",5,1,0,0,0,0
"20304","F",14,1,0,1,NA,NA
"20305","F",2,0,0,0,0,0
"20306","M",9,1,0,0,0,NA
"20307","F",1,1,1,1,1,1
"20308","F",1,0,0,0,0,0
"20309","F",12,0,0,0,0,NA
"20310","F",10,0,0,0,0,NA
"20311","M",1,1,0,0,0,0
"20312","F",8,1,1,0,1,1
"20313","M",1,1,1,0,0,0
"20314","M",10,0,0,0,0,NA
"20315","M",5,0,0,0,0,0
"20316","F",12,1,1,0,0,NA
"20317","M",4,1,0,1,1,0
"20318","F",5,0,0,0,0,0
"20319","M",14,1,0,0,NA,NA
"20320","F",2,0,0,0,0,0
"20321","F",7,1,0,0,0,0
"20322","M",12,1,0,0,1,NA
"20323","F",2,0,0,0,0,0
"20324","F",9,1,0,0,0,NA
"20325","F",14,0,0,0,NA,NA
"20326","F",5,0,0,0,0,0
"20327","F",2,1,1,0,0,0
"20328","M",16,0,0,0,NA,NA
"20329","M",15,1,1,1,NA,NA
"20330","F",7,0,0,0,0,0
"20331","F",16,1,0,0,NA,NA
"20332","M",3,1,0,0,0,0
"20333","M",11,1,0,0,0,NA
"20334","F",1,1,1,1,1,1
"20335","M",2,1,0,0,0,0
"20336","F",11,0,0,0,0,NA
"20337","F",2,1,1,1,1,1
"20338","F",13,1,0,0,NA,NA
"20339","M",13,1,0,0,NA,NA
"20340","F",7,1,1,1,0,0
"20341","F",15,0,0,0,NA,NA
"20342","F",8,0,0,0,0,0
"20343","F",13,0,0,0,NA,NA
"20344","F",2,0,0,0,0,0
"20345","F",8,0,0,0,0,0
"20346","F",9,0,0,0,0,NA
"20347","F",12,1,1,1,1,NA
"20348","M",14,1,0,0,NA,NA
"20349","M",8,0,0,0,0,0
"20350","F",16,0,0,0,NA,NA
"20351","F",15,0,0,0,NA,NA
"20352","F",4,0,0,0,0,0
"20353","F",16,0,0,0,NA,NA
"20354","F",13,0,0,0,NA,NA
"20355","M",15,1,0,1,NA,NA
"20356","F",4,0,0,0,0,0
"20357","F",6,1,1,1,0,0
"20358","M",14,1,0,0,NA,NA
"20359","M",4,1,0,0,0,0
"20360","F",12,1,0,0,0,NA
"20361","F",10,0,0,0,0,NA
"20362","M",10,1,1,0,0,NA
"20363","F",9,1,0,1,0,NA
"20364","F",1,0,0,0,0,0
"20365","F",2,0,0,0,0,0
"20366","F",3,1,1,0,0,0
"20367","M",6,1,1,0,0,0
"20368","F",5,1,1,0,0,0
"20369","M",7,0,0,0,0,0
"20370","F",13,0,0,0,NA,NA
"20371","M",6,1,0,0,0,0
"20372","M",15,1,0,1,NA,NA
"20373","F",4,0,0,0,0,0
"20374","F",4,1,1,0,0,0
"20375","F",15,0,0,0,NA,NA
"20376","F",1,0,0,0,0,0
"20377","F",1,0,0,0,0,0
"20378","M",14,0,0,0,NA,NA
