"","sex","ef_age","new_age","acc_inv"
"5283","M","[16,18]","[16,19]","1+"
"5284","F","(22,80]","(19,33]","0"
"5285","F","[16,18]","[16,19]","0"
"5286","F","(22,80]","(19,33]","0"
"5287","F","(22,80]","(33,80]","0"
"5288","F","[16,18]","[16,19]","0"
"5289","M","[16,18]","[16,19]","1+"
"5290","F","[16,18]","[16,19]","0"
"5291","F","(18,22]","(19,33]","0"
"5292","M","[16,18]","[16,19]","0"
"5293","F","(22,80]","(33,80]","0"
"5294","F","(22,80]","(19,33]","0"
"5295","F","(22,80]","(19,33]","0"
"5296","F","(22,80]","(19,33]","0"
"5297","F","[16,18]","[16,19]","0"
"5298","F","(18,22]","(19,33]","0"
"5299","F","(18,22]","(19,33]","0"
"5300","F","(22,80]","(33,80]","0"
"5301","M","[16,18]","[16,19]","0"
"5302","F","(18,22]","(19,33]","0"
"5303","F","[16,18]","[16,19]","0"
"5304","M","[16,18]","[16,19]","1+"
"5305","M","[16,18]","[16,19]","0"
"5306","M","[16,18]","[16,19]","0"
"5307","F","(18,22]","[16,19]","0"
"5308","F","[16,18]","[16,19]","0"
"5309","F","(18,22]","[16,19]","0"
"5310","F","[16,18]","[16,19]","0"
"5311","M","(22,80]","(19,33]","0"
"5312","M","(18,22]","(19,33]","0"
"5313","F","[16,18]","[16,19]","0"
"5314","F","(22,80]","(33,80]","0"
"5315","F","[16,18]","[16,19]","0"
"5316","F","(22,80]","(19,33]","0"
"5317","M","(18,22]","(19,33]","0"
"5318","M","[16,18]","[16,19]","0"
"5319","F","[16,18]","[16,19]","0"
"5320","F","(22,80]","(33,80]","0"
"5321","F","(22,80]","(19,33]","0"
"5322","F","(22,80]","(33,80]","0"
"5323","F","[16,18]","[16,19]","0"
"5324","F","[16,18]","[16,19]","0"
"5325","F","(18,22]","[16,19]","0"
"5326","F","[16,18]","[16,19]","0"
"5327","M","(22,80]","(33,80]","0"
"5328","F","[16,18]","[16,19]","0"
"5329","F","(22,80]","(33,80]","0"
"5330","F","(18,22]","(19,33]","0"
"5331","M","[16,18]","[16,19]","0"
"5332","F","[16,18]","[16,19]","0"
"5333","F","[16,18]","[16,19]","0"
"5334","F","(18,22]","(19,33]","0"
"5335","M","(22,80]","(19,33]","0"
"5336","F","(18,22]","[16,19]","0"
"5337","M","(18,22]","[16,19]","0"
"5338","M","[16,18]","[16,19]","0"
"5339","M","(22,80]","(33,80]","0"
"5340","F","(18,22]","(19,33]","1+"
"5341","M","(22,80]","(19,33]","0"
"5342","F","(18,22]","[16,19]","0"
"5343","F","(18,22]","[16,19]","0"
"5344","F","(22,80]","(19,33]","0"
"5345","M","(22,80]","(19,33]","0"
"5346","F","[16,18]","[16,19]","0"
"5347","F","(22,80]","(19,33]","0"
"5348","F","(18,22]","(19,33]","0"
"5349","F","[16,18]","[16,19]","0"
"5350","F","[16,18]","[16,19]","0"
"5351","F","[16,18]","[16,19]","0"
"5352","M","[16,18]","[16,19]","1+"
"5353","M","[16,18]","[16,19]","0"
"5354","M","(18,22]","(19,33]","0"
"5355","M","[16,18]","[16,19]","0"
"5356","F","(18,22]","(19,33]","0"
"5357","F","(18,22]","(19,33]","0"
"5358","M","[16,18]","[16,19]","0"
"5359","F","(18,22]","[16,19]","0"
"5360","M","[16,18]","[16,19]","0"
"5361","M","[16,18]","[16,19]","0"
"5362","F","(18,22]","(19,33]","0"
"5363","M","[16,18]","[16,19]","0"
"5364","F","[16,18]","[16,19]","0"
"5365","M","[16,18]","[16,19]","0"
"5366","F","[16,18]","[16,19]","1+"
"5367","F","(22,80]","(33,80]","0"
"5368","M","[16,18]","[16,19]","0"
"5369","M","(18,22]","[16,19]","0"
"5370","M","(22,80]","(19,33]","0"
"5371","M","[16,18]","[16,19]","0"
"5372","F","(22,80]","(33,80]","0"
"5373","M","(22,80]","(33,80]","0"
"5374","F","[16,18]","[16,19]","0"
"5375","M","[16,18]","[16,19]","1+"
"5376","F","(18,22]","(19,33]","0"
"5377","F","[16,18]","[16,19]","0"
"5378","F","(22,80]","(33,80]","0"
"5379","F","(22,80]","(33,80]","0"
"5380","F","(18,22]","[16,19]","0"
"5381","M","[16,18]","[16,19]","1+"
"5382","M","(18,22]","(19,33]","0"
"5383","F","[16,18]","[16,19]","0"
"5384","M","[16,18]","[16,19]","1+"
"5385","F","(18,22]","[16,19]","1+"
"5386","F","(18,22]","(19,33]","0"
"5387","F","(22,80]","(33,80]","0"
"5388","M","(18,22]","[16,19]","0"
"5389","F","(22,80]","(19,33]","1+"
"5390","M","(22,80]","(19,33]","0"
"5391","F","[16,18]","[16,19]","0"
"5392","F","(22,80]","(19,33]","0"
"5393","F","[16,18]","[16,19]","0"
"5394","M","(18,22]","(19,33]","0"
"5395","F","(22,80]","(19,33]","0"
"5396","F","[16,18]","[16,19]","0"
"5397","F","(22,80]","(33,80]","0"
"5398","M","[16,18]","[16,19]","0"
"5399","F","[16,18]","[16,19]","0"
"5400","M","(18,22]","[16,19]","0"
"5401","M","(22,80]","(19,33]","0"
"5402","M","(22,80]","(19,33]","0"
"5403","F","(22,80]","(19,33]","0"
"5404","F","[16,18]","[16,19]","0"
"5405","F","(22,80]","(19,33]","0"
"5406","M","(22,80]","(33,80]","0"
"5407","F","(18,22]","(19,33]","0"
"5408","F","(22,80]","(33,80]","0"
"5409","M","(18,22]","(19,33]","0"
"5410","F","[16,18]","[16,19]","0"
"5411","F","(22,80]","(19,33]","0"
"5412","F","(18,22]","(19,33]","0"
"5413","M","(18,22]","(19,33]","0"
"5414","F","(22,80]","(19,33]","0"
"5415","F","(22,80]","(33,80]","0"
"5416","F","(18,22]","[16,19]","0"
"5417","F","(22,80]","(33,80]","0"
"5418","M","[16,18]","[16,19]","0"
"5419","F","(18,22]","(19,33]","0"
"5420","M","(18,22]","[16,19]","0"
"5421","M","[16,18]","[16,19]","0"
"5422","F","[16,18]","[16,19]","0"
"5423","F","(22,80]","(19,33]","0"
"5424","M","[16,18]","[16,19]","0"
"5425","M","[16,18]","[16,19]","0"
"5426","M","(18,22]","(19,33]","0"
"5427","F","(22,80]","(19,33]","0"
"5428","M","[16,18]","[16,19]","0"
"5429","F","(22,80]","(19,33]","0"
"5430","M","[16,18]","[16,19]","0"
"5431","F","(22,80]","(19,33]","1+"
"5432","M","(18,22]","[16,19]","0"
"5433","F","[16,18]","[16,19]","0"
"5434","M","[16,18]","[16,19]","0"
"5435","F","[16,18]","[16,19]","0"
"5436","F","(22,80]","(19,33]","0"
"5437","F","[16,18]","[16,19]","0"
"5438","M","(22,80]","(19,33]","0"
"5439","F","(22,80]","(33,80]","1+"
"5440","F","[16,18]","[16,19]","0"
"5441","F","(22,80]","(33,80]","0"
"5442","M","[16,18]","[16,19]","0"
"5443","F","[16,18]","[16,19]","0"
"5444","F","[16,18]","[16,19]","0"
"5445","F","(22,80]","(19,33]","0"
"5446","F","(22,80]","(33,80]","0"
"5447","F","[16,18]","[16,19]","0"
"5448","M","[16,18]","[16,19]","0"
"5449","F","[16,18]","[16,19]","0"
"5450","F","(18,22]","[16,19]","0"
"5451","M","[16,18]","[16,19]","0"
"5452","M","[16,18]","[16,19]","0"
"5453","F","[16,18]","[16,19]","0"
"5454","F","(18,22]","(19,33]","0"
"5455","F","(22,80]","(19,33]","0"
"5456","F","(22,80]","(19,33]","0"
"5457","F","[16,18]","[16,19]","0"
"5458","F","(22,80]","(19,33]","0"
"5459","F","(18,22]","[16,19]","0"
"5460","F","(22,80]","(33,80]","0"
"5461","F","[16,18]","[16,19]","0"
"5462","M","[16,18]","[16,19]","0"
"5463","M","(22,80]","(19,33]","0"
"5464","F","[16,18]","[16,19]","0"
"5465","F","[16,18]","[16,19]","0"
"5466","F","[16,18]","[16,19]","0"
"5467","M","(22,80]","(33,80]","0"
"5468","F","(22,80]","(19,33]","0"
"5469","F","(22,80]","(33,80]","0"
"5470","F","[16,18]","[16,19]","0"
"5471","F","(22,80]","(19,33]","0"
"5472","F","(22,80]","(33,80]","0"
"5473","F","[16,18]","[16,19]","0"
"5474","F","(22,80]","(19,33]","0"
"5475","F","[16,18]","[16,19]","0"
"5476","F","[16,18]","[16,19]","1+"
"5477","M","[16,18]","[16,19]","0"
"5478","F","(22,80]","(19,33]","0"
"5479","F","[16,18]","[16,19]","0"
"5480","M","[16,18]","[16,19]","0"
"5481","M","(22,80]","(33,80]","0"
"5482","M","[16,18]","[16,19]","0"
"5483","M","(22,80]","(33,80]","1+"
"5484","F","(22,80]","(19,33]","0"
"5485","F","(22,80]","(33,80]","0"
"5486","M","(22,80]","(19,33]","0"
"5487","F","[16,18]","[16,19]","0"
"5488","M","(22,80]","(33,80]","0"
"5489","F","(22,80]","(19,33]","0"
"5490","M","(22,80]","(19,33]","0"
"5491","M","(18,22]","[16,19]","0"
"5492","M","[16,18]","[16,19]","0"
"5493","F","[16,18]","[16,19]","0"
"5494","M","[16,18]","[16,19]","1+"
"5495","M","[16,18]","[16,19]","1+"
"5496","F","(18,22]","(19,33]","0"
"5497","F","(18,22]","[16,19]","0"
"5498","F","(22,80]","(33,80]","0"
"5499","M","[16,18]","[16,19]","1+"
"5500","M","[16,18]","[16,19]","0"
"5501","F","(18,22]","[16,19]","0"
"5502","F","[16,18]","[16,19]","0"
"5503","F","[16,18]","[16,19]","0"
"5504","F","[16,18]","[16,19]","0"
"5505","F","(22,80]","(19,33]","0"
"5506","M","[16,18]","[16,19]","0"
"5507","M","[16,18]","[16,19]","0"
"5508","F","(22,80]","(19,33]","0"
"5509","M","[16,18]","[16,19]","0"
"5510","M","(22,80]","(33,80]","0"
"5511","M","[16,18]","[16,19]","1+"
"5512","F","(22,80]","(33,80]","0"
"5513","M","[16,18]","[16,19]","0"
"5514","F","[16,18]","[16,19]","0"
"5515","F","(22,80]","(19,33]","0"
"5516","M","(18,22]","(19,33]","0"
"5517","F","(18,22]","(19,33]","0"
"5518","F","[16,18]","[16,19]","0"
"5519","F","(18,22]","(19,33]","0"
"5520","F","(18,22]","[16,19]","0"
"5521","M","[16,18]","[16,19]","0"
"5522","M","[16,18]","[16,19]","0"
"5523","M","(22,80]","(19,33]","0"
"5524","M","[16,18]","[16,19]","1+"
"5525","F","[16,18]","[16,19]","0"
"5526","F","(22,80]","(19,33]","0"
"5527","M","(18,22]","[16,19]","0"
"5528","M","(18,22]","(19,33]","0"
"5529","F","(22,80]","(33,80]","0"
"5530","M","[16,18]","[16,19]","1+"
"5531","F","[16,18]","[16,19]","0"
"5532","M","(22,80]","(19,33]","0"
"5533","F","[16,18]","[16,19]","0"
"5534","F","[16,18]","[16,19]","0"
"5535","M","[16,18]","[16,19]","0"
"5536","F","[16,18]","[16,19]","0"
"5537","F","[16,18]","[16,19]","0"
"5538","M","[16,18]","[16,19]","0"
"5539","F","(22,80]","(33,80]","0"
"5540","M","(18,22]","(19,33]","0"
"5541","F","(22,80]","(33,80]","0"
"5542","M","[16,18]","[16,19]","0"
"5543","F","[16,18]","[16,19]","0"
"5544","M","[16,18]","[16,19]","1+"
"5545","F","(18,22]","(19,33]","1+"
"5546","M","[16,18]","[16,19]","0"
"5547","F","[16,18]","[16,19]","0"
"5548","F","[16,18]","[16,19]","0"
"5549","M","[16,18]","[16,19]","0"
"5550","F","(22,80]","(19,33]","1+"
"5551","F","(22,80]","(33,80]","0"
"5552","F","[16,18]","[16,19]","0"
"5553","M","(18,22]","(19,33]","0"
"5554","M","[16,18]","[16,19]","0"
"5555","F","(22,80]","(33,80]","0"
"5556","M","[16,18]","[16,19]","0"
"5557","F","(18,22]","(19,33]","0"
"5558","M","[16,18]","[16,19]","0"
"5559","M","[16,18]","[16,19]","0"
"5560","F","[16,18]","[16,19]","1+"
"5561","M","(22,80]","(19,33]","0"
"5562","F","[16,18]","[16,19]","0"
"5563","F","(18,22]","(19,33]","0"
"5564","F","[16,18]","[16,19]","0"
"5565","F","[16,18]","[16,19]","0"
"5566","F","(22,80]","(19,33]","0"
"5567","F","(22,80]","(33,80]","0"
"5568","F","[16,18]","[16,19]","0"
"5569","M","(22,80]","(19,33]","0"
"5570","F","(22,80]","(33,80]","0"
"5571","M","[16,18]","[16,19]","0"
"5572","M","[16,18]","[16,19]","1+"
"5573","M","(18,22]","(19,33]","0"
"5574","F","(22,80]","(19,33]","0"
"5575","M","(22,80]","(19,33]","0"
"5576","F","[16,18]","[16,19]","0"
"5577","F","[16,18]","[16,19]","0"
"5578","M","[16,18]","[16,19]","0"
"5579","F","[16,18]","[16,19]","0"
"5580","M","[16,18]","[16,19]","1+"
"5581","F","(18,22]","(19,33]","0"
"5582","F","(22,80]","(19,33]","0"
"5583","F","(18,22]","(19,33]","0"
"5584","F","(22,80]","(19,33]","0"
"5585","M","(22,80]","(19,33]","0"
"5586","F","[16,18]","[16,19]","0"
"5587","M","(18,22]","(19,33]","0"
"5588","F","(22,80]","(19,33]","0"
"5589","F","(22,80]","(19,33]","0"
"5590","M","(22,80]","(19,33]","0"
"5591","M","(18,22]","[16,19]","0"
"5592","F","(18,22]","(19,33]","0"
"5593","F","(18,22]","(19,33]","0"
"5594","M","(22,80]","(19,33]","0"
"5595","M","[16,18]","[16,19]","0"
"5596","M","[16,18]","[16,19]","0"
"5597","F","(18,22]","(19,33]","0"
"5598","F","[16,18]","[16,19]","0"
"5599","F","(22,80]","(19,33]","0"
"5600","F","[16,18]","[16,19]","0"
"5601","M","[16,18]","[16,19]","0"
"5602","F","(18,22]","(19,33]","0"
"5603","F","[16,18]","[16,19]","0"
"5604","F","(18,22]","(19,33]","0"
"5605","F","(22,80]","(19,33]","0"
"5606","M","(18,22]","(19,33]","0"
"5607","F","[16,18]","[16,19]","0"
"5608","M","[16,18]","[16,19]","1+"
"5609","F","[16,18]","[16,19]","0"
"5610","M","(22,80]","(19,33]","0"
"5611","F","(22,80]","(19,33]","0"
"5612","M","(18,22]","(19,33]","0"
"5613","M","[16,18]","[16,19]","0"
"5614","M","[16,18]","[16,19]","0"
"5615","F","[16,18]","[16,19]","0"
"5616","M","[16,18]","[16,19]","1+"
"5617","M","(18,22]","[16,19]","0"
"5618","M","(22,80]","(19,33]","0"
"5619","M","(18,22]","[16,19]","0"
"5620","M","[16,18]","[16,19]","0"
"5621","F","(22,80]","(33,80]","0"
"5622","M","[16,18]","[16,19]","0"
"5623","F","(18,22]","[16,19]","0"
"5624","F","(22,80]","(19,33]","0"
"5625","F","(18,22]","(19,33]","0"
"5626","M","[16,18]","[16,19]","0"
"5627","F","[16,18]","[16,19]","0"
"5628","M","[16,18]","[16,19]","0"
"5629","M","(22,80]","(19,33]","0"
"5630","M","(22,80]","(19,33]","0"
"5631","F","[16,18]","[16,19]","0"
"5632","M","(22,80]","(19,33]","0"
"5633","M","[16,18]","[16,19]","0"
"5634","F","[16,18]","[16,19]","0"
"5635","F","(22,80]","(19,33]","0"
"5636","M","(18,22]","(19,33]","0"
"5637","F","(18,22]","[16,19]","0"
"5638","M","(18,22]","(19,33]","0"
"5639","M","[16,18]","[16,19]","0"
"5640","F","(18,22]","[16,19]","0"
"5641","F","(18,22]","[16,19]","0"
"5642","F","(22,80]","(19,33]","0"
"5643","F","(22,80]","(19,33]","0"
"5644","F","[16,18]","[16,19]","0"
"5645","F","[16,18]","[16,19]","0"
"5646","F","(22,80]","(33,80]","0"
"5647","F","[16,18]","[16,19]","1+"
"5648","M","(22,80]","(19,33]","1+"
"5649","M","[16,18]","[16,19]","0"
"5650","F","[16,18]","[16,19]","0"
"5651","M","[16,18]","[16,19]","0"
"5652","M","[16,18]","[16,19]","0"
"5653","F","[16,18]","[16,19]","0"
"5654","F","(18,22]","(19,33]","0"
"5655","F","(18,22]","(19,33]","0"
"5656","F","(22,80]","(33,80]","0"
"5657","F","[16,18]","[16,19]","0"
"5658","F","[16,18]","[16,19]","0"
"5659","F","(18,22]","(19,33]","0"
"5660","F","[16,18]","[16,19]","0"
"5661","F","[16,18]","[16,19]","0"
"5662","M","[16,18]","[16,19]","0"
"5663","M","(22,80]","(19,33]","0"
"5664","M","[16,18]","[16,19]","1+"
"5665","F","(22,80]","(33,80]","0"
"5666","F","[16,18]","[16,19]","0"
"5667","F","[16,18]","[16,19]","0"
"5668","M","[16,18]","[16,19]","0"
"5669","F","(18,22]","(19,33]","0"
"5670","F","(22,80]","(19,33]","0"
"5671","F","[16,18]","[16,19]","0"
"5672","M","(22,80]","(33,80]","0"
"5673","F","(22,80]","(19,33]","0"
"5674","F","(18,22]","(19,33]","0"
"5675","F","(18,22]","[16,19]","0"
"5676","F","[16,18]","[16,19]","0"
"5677","M","[16,18]","[16,19]","0"
"5678","F","(18,22]","[16,19]","0"
"5679","M","[16,18]","[16,19]","0"
"5680","F","(22,80]","(19,33]","0"
"5681","F","(18,22]","(19,33]","0"
"5682","F","(22,80]","(19,33]","0"
"5683","M","[16,18]","[16,19]","0"
"5684","M","[16,18]","[16,19]","1+"
"5685","F","(18,22]","(19,33]","0"
"5686","F","(18,22]","[16,19]","0"
"5687","F","(22,80]","(33,80]","0"
"5688","M","(22,80]","(19,33]","0"
"5689","M","[16,18]","[16,19]","0"
"5690","F","[16,18]","[16,19]","0"
"5691","F","(22,80]","(19,33]","0"
"5692","M","[16,18]","[16,19]","0"
"5693","F","[16,18]","[16,19]","0"
"5694","F","(18,22]","[16,19]","0"
"5695","F","[16,18]","[16,19]","0"
"5696","F","[16,18]","[16,19]","0"
"5697","M","(22,80]","(19,33]","0"
"5698","M","[16,18]","[16,19]","0"
"5699","M","[16,18]","[16,19]","0"
"5700","F","(22,80]","(33,80]","0"
"5701","M","(18,22]","[16,19]","0"
"5702","M","[16,18]","[16,19]","0"
"5703","F","(18,22]","[16,19]","0"
"5704","F","(18,22]","(19,33]","0"
"5705","M","[16,18]","[16,19]","0"
"5706","F","(22,80]","(33,80]","0"
"5707","F","[16,18]","[16,19]","1+"
"5708","F","[16,18]","[16,19]","0"
"5709","F","(18,22]","(19,33]","0"
"5710","F","[16,18]","[16,19]","0"
"5711","F","[16,18]","[16,19]","0"
"5712","M","[16,18]","[16,19]","1+"
"5713","F","(18,22]","(19,33]","0"
"5714","M","(22,80]","(19,33]","0"
"5715","M","[16,18]","[16,19]","0"
"5716","M","[16,18]","[16,19]","0"
"5717","M","[16,18]","[16,19]","0"
"5718","M","(22,80]","(19,33]","0"
"5719","M","(18,22]","[16,19]","0"
"5720","F","(22,80]","(33,80]","0"
"5721","F","[16,18]","[16,19]","0"
"5722","F","(18,22]","(19,33]","0"
"5723","F","[16,18]","[16,19]","1+"
"5724","M","(22,80]","(33,80]","0"
"5725","F","(22,80]","(19,33]","0"
"5726","F","[16,18]","[16,19]","0"
"5727","F","(18,22]","[16,19]","0"
"5728","F","(18,22]","[16,19]","0"
"5729","M","(18,22]","(19,33]","0"
"5730","M","[16,18]","[16,19]","0"
"5731","F","[16,18]","[16,19]","0"
"5732","M","(18,22]","[16,19]","0"
"5733","F","(22,80]","(33,80]","0"
"5734","F","(22,80]","(19,33]","0"
"5735","F","(22,80]","(19,33]","0"
"5736","F","[16,18]","[16,19]","0"
"5737","M","[16,18]","[16,19]","0"
"5738","M","[16,18]","[16,19]","1+"
"5739","F","[16,18]","[16,19]","0"
"5740","F","[16,18]","[16,19]","0"
"5741","F","[16,18]","[16,19]","0"
"5742","F","(22,80]","(33,80]","0"
"5743","F","[16,18]","[16,19]","0"
"5744","F","[16,18]","[16,19]","0"
"5745","F","(22,80]","(33,80]","0"
"5746","M","[16,18]","[16,19]","1+"
"5747","M","[16,18]","[16,19]","0"
"5748","F","[16,18]","[16,19]","0"
"5749","M","(22,80]","(19,33]","0"
"5750","M","[16,18]","[16,19]","0"
"5751","F","(18,22]","[16,19]","0"
"5752","F","(22,80]","(19,33]","0"
"5753","F","[16,18]","[16,19]","0"
"5754","F","[16,18]","[16,19]","0"
"5755","F","(22,80]","(33,80]","0"
"5756","M","[16,18]","[16,19]","0"
"5757","M","[16,18]","[16,19]","0"
"5758","F","[16,18]","[16,19]","1+"
"5759","M","[16,18]","[16,19]","0"
"5760","F","[16,18]","[16,19]","0"
"5761","F","[16,18]","[16,19]","0"
"5762","F","(18,22]","(19,33]","0"
"5763","F","[16,18]","[16,19]","0"
"5764","F","[16,18]","[16,19]","0"
"5765","F","(18,22]","[16,19]","0"
"5766","F","[16,18]","[16,19]","0"
"5767","F","[16,18]","[16,19]","0"
"5768","F","[16,18]","[16,19]","0"
"5769","F","(18,22]","(19,33]","1+"
"5770","M","(22,80]","(19,33]","0"
"5771","F","(18,22]","(19,33]","0"
"5772","M","[16,18]","[16,19]","0"
"5773","M","[16,18]","[16,19]","0"
"5774","F","[16,18]","[16,19]","0"
"5775","F","(22,80]","(33,80]","0"
"5776","F","(22,80]","(33,80]","0"
"5777","F","[16,18]","[16,19]","0"
"5778","F","(22,80]","(19,33]","0"
"5779","F","(22,80]","(33,80]","0"
"5780","M","(22,80]","(33,80]","0"
"5781","M","(18,22]","(19,33]","0"
"5782","M","(22,80]","(19,33]","0"
"5783","F","[16,18]","[16,19]","0"
"5784","F","[16,18]","[16,19]","0"
"5785","F","(22,80]","(19,33]","0"
"5786","F","(18,22]","(19,33]","0"
"5787","M","(22,80]","(33,80]","0"
"5788","M","[16,18]","[16,19]","0"
"5789","F","[16,18]","[16,19]","0"
"5790","F","[16,18]","[16,19]","0"
"5791","F","(22,80]","(19,33]","0"
"5792","M","(22,80]","(19,33]","0"
"5793","F","(22,80]","(33,80]","0"
"5794","M","(22,80]","(19,33]","0"
"5795","F","[16,18]","[16,19]","0"
"5796","M","(18,22]","(19,33]","0"
"5797","F","[16,18]","[16,19]","0"
"5798","F","[16,18]","[16,19]","0"
"5799","M","[16,18]","[16,19]","0"
"5800","M","[16,18]","[16,19]","0"
"5801","F","(22,80]","(33,80]","0"
"5802","M","(18,22]","(19,33]","0"
"5803","M","(22,80]","(19,33]","0"
"5804","F","[16,18]","[16,19]","0"
"5805","F","(22,80]","(19,33]","0"
"5806","F","[16,18]","[16,19]","0"
"5807","M","(22,80]","(19,33]","0"
"5808","M","[16,18]","[16,19]","0"
"5809","F","[16,18]","[16,19]","0"
"5810","F","[16,18]","[16,19]","1+"
"5811","F","(22,80]","(33,80]","0"
"5812","F","(18,22]","[16,19]","0"
"5813","M","(18,22]","(19,33]","0"
"5814","F","(22,80]","(33,80]","0"
"5815","M","[16,18]","[16,19]","0"
"5816","F","(22,80]","(33,80]","0"
"5817","F","(22,80]","(19,33]","0"
"5818","F","(22,80]","(33,80]","0"
"5819","M","(22,80]","(33,80]","0"
"5820","M","(22,80]","(19,33]","1+"
"5821","F","(22,80]","(19,33]","1+"
"5822","M","(18,22]","(19,33]","0"
"5823","F","(18,22]","[16,19]","0"
"5824","F","(22,80]","(19,33]","0"
"5825","F","[16,18]","[16,19]","0"
"5826","F","(22,80]","(19,33]","0"
"5827","M","[16,18]","[16,19]","0"
"5828","F","(22,80]","(19,33]","0"
"5829","F","(22,80]","(19,33]","0"
"5830","M","[16,18]","[16,19]","0"
"5831","M","(22,80]","(19,33]","0"
"5832","M","(18,22]","(19,33]","0"
"5833","F","[16,18]","[16,19]","1+"
"5834","F","(18,22]","(19,33]","0"
"5835","F","(18,22]","(19,33]","0"
"5836","M","(22,80]","(19,33]","0"
"5837","F","[16,18]","[16,19]","0"
"5838","M","[16,18]","[16,19]","0"
"5839","M","[16,18]","[16,19]","0"
"5840","F","(22,80]","(33,80]","0"
"5841","M","[16,18]","[16,19]","0"
"5842","M","(22,80]","(19,33]","0"
"5843","M","(22,80]","(19,33]","0"
"5844","F","[16,18]","[16,19]","0"
"5845","F","[16,18]","[16,19]","0"
"5846","F","(18,22]","(19,33]","0"
"5847","M","(18,22]","(19,33]","0"
"5848","M","(18,22]","[16,19]","0"
"5849","M","[16,18]","[16,19]","0"
"5850","M","(18,22]","[16,19]","0"
"5851","F","(22,80]","(19,33]","0"
"5852","M","[16,18]","[16,19]","0"
"5853","M","(22,80]","(33,80]","0"
"5854","F","(18,22]","[16,19]","0"
"5855","M","(22,80]","(19,33]","0"
"5856","M","(18,22]","(19,33]","0"
"5857","M","(22,80]","(19,33]","0"
"5858","F","(22,80]","(19,33]","0"
"5859","F","(22,80]","(33,80]","0"
"5860","F","[16,18]","[16,19]","0"
"5861","F","(18,22]","(19,33]","0"
"5862","M","[16,18]","[16,19]","1+"
"5863","M","(22,80]","(19,33]","0"
"5864","F","(22,80]","(19,33]","0"
"5865","M","(18,22]","[16,19]","0"
"5866","F","(22,80]","(33,80]","0"
"5867","F","(18,22]","[16,19]","0"
"5868","M","[16,18]","[16,19]","0"
"5869","M","[16,18]","[16,19]","0"
"5870","M","[16,18]","[16,19]","0"
"5871","F","(18,22]","(19,33]","0"
"5872","F","[16,18]","[16,19]","0"
"5873","F","(18,22]","[16,19]","0"
"5874","M","[16,18]","[16,19]","1+"
"5875","F","(18,22]","(19,33]","0"
"5876","F","[16,18]","[16,19]","1+"
"5877","M","[16,18]","[16,19]","0"
"5878","F","(22,80]","(19,33]","0"
"5879","M","(18,22]","[16,19]","0"
"5880","M","[16,18]","[16,19]","0"
"5881","F","[16,18]","[16,19]","0"
"5882","F","(18,22]","(19,33]","0"
"5883","F","[16,18]","[16,19]","0"
"5884","F","(18,22]","(19,33]","0"
"5885","F","[16,18]","[16,19]","0"
"5886","M","[16,18]","[16,19]","1+"
"5887","F","[16,18]","[16,19]","0"
"5888","F","[16,18]","[16,19]","0"
"5889","F","[16,18]","[16,19]","0"
"5890","F","(22,80]","(19,33]","0"
"5891","F","[16,18]","[16,19]","0"
"5892","F","[16,18]","[16,19]","0"
"5893","F","(18,22]","(19,33]","0"
"5894","F","[16,18]","[16,19]","0"
"5895","F","[16,18]","[16,19]","0"
"5896","F","[16,18]","[16,19]","0"
"5897","F","(18,22]","[16,19]","0"
"5898","M","[16,18]","[16,19]","0"
"5899","F","[16,18]","[16,19]","0"
"5900","F","[16,18]","[16,19]","0"
"5901","M","[16,18]","[16,19]","0"
"5902","F","(22,80]","(19,33]","0"
"5903","M","[16,18]","[16,19]","0"
"5904","M","[16,18]","[16,19]","0"
"5905","F","[16,18]","[16,19]","0"
"5906","F","(22,80]","(19,33]","0"
"5907","M","(18,22]","(19,33]","0"
"5908","F","(22,80]","(19,33]","1+"
"5909","M","[16,18]","[16,19]","0"
"5910","F","[16,18]","[16,19]","0"
"5911","F","[16,18]","[16,19]","0"
"5912","F","(18,22]","(19,33]","0"
"5913","F","(18,22]","(19,33]","0"
"5914","M","[16,18]","[16,19]","0"
"5915","M","(18,22]","(19,33]","0"
"5916","F","(22,80]","(19,33]","0"
"5917","F","(22,80]","(19,33]","0"
"5918","F","[16,18]","[16,19]","0"
"5919","M","[16,18]","[16,19]","0"
"5920","F","(18,22]","(19,33]","0"
"5921","F","(18,22]","[16,19]","0"
"5922","F","[16,18]","[16,19]","0"
"5923","F","[16,18]","[16,19]","0"
"5924","F","(22,80]","(33,80]","0"
"5925","M","[16,18]","[16,19]","0"
"5926","F","(22,80]","(19,33]","0"
"5927","F","[16,18]","[16,19]","0"
"5928","F","(22,80]","(19,33]","0"
"5929","M","(22,80]","(19,33]","0"
"5930","M","[16,18]","[16,19]","1+"
"5931","F","[16,18]","[16,19]","0"
"5932","M","[16,18]","[16,19]","1+"
"5933","F","[16,18]","[16,19]","0"
"5934","F","(18,22]","(19,33]","0"
"5935","F","(22,80]","(33,80]","0"
"5936","F","(18,22]","(19,33]","0"
"5937","M","(22,80]","(19,33]","0"
"5938","F","(22,80]","(33,80]","0"
"5939","F","(22,80]","(19,33]","0"
"5940","F","[16,18]","[16,19]","0"
"5941","F","(22,80]","(33,80]","0"
"5942","F","(22,80]","(33,80]","0"
"5943","F","(22,80]","(19,33]","0"
"5944","F","(22,80]","(19,33]","0"
"5945","F","[16,18]","[16,19]","0"
