"","sex","ef_age","new_age","acc_inv"
"2380","F","(18,22]","[16,19]","0"
"2381","F","[16,18]","[16,19]","0"
"2382","M","[16,18]","[16,19]","0"
"2383","M","(22,80]","(19,33]","0"
"2384","F","[16,18]","[16,19]","0"
"2385","F","(18,22]","(19,33]","0"
"2386","F","[16,18]","[16,19]","0"
"2387","F","(22,80]","(33,80]","0"
"2388","M","(18,22]","[16,19]","0"
"2389","F","(22,80]","(33,80]","0"
"2390","F","(22,80]","(33,80]","0"
"2391","F","[16,18]","[16,19]","0"
"2392","F","(18,22]","[16,19]","0"
"2393","M","(22,80]","(33,80]","0"
"2394","F","[16,18]","[16,19]","0"
"2395","F","(18,22]","(19,33]","0"
"2396","F","[16,18]","[16,19]","0"
"2397","F","(18,22]","(19,33]","0"
"2398","M","(22,80]","(19,33]","0"
"2399","M","(22,80]","(19,33]","0"
"2400","F","(18,22]","(19,33]","0"
"2401","M","[16,18]","[16,19]","0"
"2402","M","(22,80]","(33,80]","0"
"2403","F","(22,80]","(33,80]","0"
"2404","M","[16,18]","[16,19]","0"
"2405","M","(22,80]","(19,33]","0"
"2406","M","[16,18]","[16,19]","0"
"2407","M","[16,18]","[16,19]","1+"
"2408","F","(18,22]","[16,19]","0"
"2409","F","(18,22]","[16,19]","0"
"2410","M","(22,80]","(19,33]","0"
"2411","M","(18,22]","[16,19]","0"
"2412","F","(18,22]","(19,33]","0"
"2413","F","(22,80]","(19,33]","0"
"2414","F","[16,18]","[16,19]","0"
"2415","M","[16,18]","[16,19]","0"
"2416","F","[16,18]","[16,19]","0"
"2417","M","[16,18]","[16,19]","0"
"2418","F","[16,18]","[16,19]","0"
"2419","F","(22,80]","(19,33]","0"
"2420","F","[16,18]","[16,19]","0"
"2421","M","[16,18]","[16,19]","0"
"2422","M","[16,18]","[16,19]","0"
"2423","F","(22,80]","(19,33]","0"
"2424","F","[16,18]","[16,19]","0"
"2425","M","[16,18]","[16,19]","0"
"2426","F","[16,18]","[16,19]","0"
"2427","F","(22,80]","(33,80]","0"
"2428","M","[16,18]","[16,19]","0"
"2429","F","(18,22]","(19,33]","0"
"2430","F","[16,18]","[16,19]","0"
"2431","F","(18,22]","[16,19]","0"
"2432","F","(22,80]","(19,33]","0"
"2433","F","(18,22]","(19,33]","0"
"2434","F","(22,80]","(33,80]","0"
"2435","F","(22,80]","(19,33]","0"
"2436","M","[16,18]","[16,19]","1+"
"2437","M","(22,80]","(33,80]","0"
"2438","F","(22,80]","(19,33]","0"
"2439","M","(22,80]","(33,80]","0"
"2440","F","[16,18]","[16,19]","0"
"2441","F","(22,80]","(33,80]","0"
"2442","M","(22,80]","(33,80]","0"
"2443","F","(18,22]","[16,19]","0"
"2444","M","(18,22]","[16,19]","0"
"2445","M","[16,18]","[16,19]","0"
"2446","F","[16,18]","[16,19]","0"
"2447","F","(22,80]","(19,33]","0"
"2448","M","(22,80]","(19,33]","0"
"2449","M","(22,80]","(19,33]","0"
"2450","F","(18,22]","(19,33]","0"
"2451","M","[16,18]","[16,19]","0"
"2452","F","(18,22]","(19,33]","0"
"2453","F","(22,80]","(19,33]","0"
"2454","F","[16,18]","[16,19]","0"
"2455","F","(22,80]","(19,33]","0"
"2456","M","(22,80]","(19,33]","0"
"2457","F","[16,18]","[16,19]","0"
"2458","M","(18,22]","(19,33]","0"
"2459","F","[16,18]","[16,19]","0"
"2460","F","(22,80]","(33,80]","0"
"2461","F","(18,22]","[16,19]","0"
"2462","F","(22,80]","(33,80]","0"
"2463","F","(22,80]","(19,33]","0"
"2464","M","(18,22]","[16,19]","0"
"2465","M","(18,22]","(19,33]","0"
"2466","F","[16,18]","[16,19]","0"
"2467","M","(18,22]","(19,33]","0"
"2468","F","(18,22]","[16,19]","0"
"2469","F","[16,18]","[16,19]","0"
"2470","F","[16,18]","[16,19]","1+"
"2471","F","(22,80]","(19,33]","0"
"2472","M","[16,18]","[16,19]","0"
"2473","F","[16,18]","[16,19]","0"
"2474","F","(22,80]","(33,80]","0"
"2475","M","[16,18]","[16,19]","1+"
"2476","F","(22,80]","(19,33]","0"
"2477","F","(22,80]","(19,33]","0"
"2478","M","[16,18]","[16,19]","0"
"2479","M","[16,18]","[16,19]","0"
"2480","F","(18,22]","(19,33]","0"
"2481","M","(18,22]","(19,33]","0"
"2482","F","(22,80]","(19,33]","0"
"2483","M","[16,18]","[16,19]","0"
"2484","F","[16,18]","[16,19]","0"
"2485","M","(18,22]","[16,19]","0"
"2486","F","(18,22]","(19,33]","0"
"2487","F","[16,18]","[16,19]","0"
"2488","F","[16,18]","[16,19]","0"
"2489","F","(22,80]","(19,33]","0"
"2490","M","(22,80]","(19,33]","0"
"2491","F","[16,18]","[16,19]","0"
"2492","F","[16,18]","[16,19]","0"
"2493","F","(22,80]","(19,33]","0"
"2494","F","(18,22]","(19,33]","0"
"2495","F","[16,18]","[16,19]","0"
"2496","F","(18,22]","(19,33]","0"
"2497","F","(18,22]","[16,19]","0"
"2498","F","[16,18]","[16,19]","0"
"2499","F","[16,18]","[16,19]","0"
"2500","F","(22,80]","(19,33]","0"
"2501","M","[16,18]","[16,19]","0"
"2502","F","(22,80]","(19,33]","0"
"2503","F","(22,80]","(19,33]","0"
"2504","F","(22,80]","(19,33]","0"
"2505","M","[16,18]","[16,19]","0"
"2506","F","[16,18]","[16,19]","1+"
"2507","F","(22,80]","(33,80]","0"
"2508","F","(22,80]","(19,33]","0"
"2509","F","[16,18]","[16,19]","0"
"2510","F","[16,18]","[16,19]","0"
"2511","F","(22,80]","(19,33]","0"
"2512","M","(22,80]","(33,80]","0"
"2513","M","(18,22]","(19,33]","0"
"2514","M","[16,18]","[16,19]","0"
"2515","M","[16,18]","[16,19]","0"
"2516","F","[16,18]","[16,19]","0"
"2517","F","[16,18]","[16,19]","0"
"2518","M","[16,18]","[16,19]","0"
"2519","M","(18,22]","(19,33]","0"
"2520","M","(22,80]","(33,80]","0"
"2521","F","[16,18]","[16,19]","0"
"2522","M","[16,18]","[16,19]","0"
"2523","F","[16,18]","[16,19]","0"
"2524","F","[16,18]","[16,19]","0"
"2525","M","(18,22]","(19,33]","0"
"2526","F","[16,18]","[16,19]","0"
"2527","F","[16,18]","[16,19]","0"
"2528","F","[16,18]","[16,19]","0"
"2529","F","(22,80]","(33,80]","0"
"2530","F","(18,22]","(19,33]","0"
"2531","M","[16,18]","[16,19]","0"
"2532","M","(22,80]","(33,80]","0"
"2533","F","(22,80]","(19,33]","0"
"2534","F","[16,18]","[16,19]","0"
"2535","F","[16,18]","[16,19]","0"
"2536","M","(18,22]","(19,33]","1+"
"2537","F","(18,22]","(19,33]","0"
"2538","M","[16,18]","[16,19]","1+"
"2539","M","[16,18]","[16,19]","0"
"2540","F","[16,18]","[16,19]","0"
"2541","F","(18,22]","(19,33]","0"
"2542","M","[16,18]","[16,19]","0"
"2543","M","[16,18]","[16,19]","0"
"2544","F","[16,18]","[16,19]","0"
"2545","F","[16,18]","[16,19]","0"
"2546","M","[16,18]","[16,19]","0"
"2547","M","(22,80]","(19,33]","0"
"2548","F","(22,80]","(19,33]","0"
"2549","M","[16,18]","[16,19]","0"
"2550","M","(18,22]","[16,19]","0"
"2551","F","[16,18]","[16,19]","0"
"2552","F","[16,18]","[16,19]","0"
"2553","F","[16,18]","[16,19]","0"
"2554","M","[16,18]","[16,19]","0"
"2555","M","(22,80]","(33,80]","0"
"2556","F","[16,18]","[16,19]","0"
"2557","M","(22,80]","(33,80]","0"
"2558","M","(18,22]","(19,33]","0"
"2559","F","[16,18]","[16,19]","0"
"2560","M","(18,22]","(19,33]","0"
"2561","F","(18,22]","(19,33]","0"
"2562","F","[16,18]","[16,19]","0"
"2563","F","[16,18]","[16,19]","0"
"2564","F","(22,80]","(19,33]","0"
"2565","M","(22,80]","(19,33]","0"
"2566","F","(22,80]","(19,33]","0"
"2567","F","[16,18]","[16,19]","0"
"2568","M","(18,22]","(19,33]","0"
"2569","F","(22,80]","(33,80]","0"
"2570","F","(22,80]","(19,33]","0"
"2571","F","[16,18]","[16,19]","0"
"2572","M","[16,18]","[16,19]","0"
"2573","M","[16,18]","[16,19]","0"
"2574","F","[16,18]","[16,19]","1+"
"2575","F","(22,80]","(33,80]","0"
"2576","F","(18,22]","(19,33]","0"
"2577","F","(22,80]","(19,33]","0"
"2578","F","[16,18]","[16,19]","0"
"2579","F","(18,22]","[16,19]","0"
"2580","F","[16,18]","[16,19]","0"
"2581","M","(18,22]","[16,19]","0"
"2582","M","[16,18]","[16,19]","0"
"2583","F","[16,18]","[16,19]","0"
"2584","F","[16,18]","[16,19]","0"
"2585","F","[16,18]","[16,19]","0"
"2586","F","[16,18]","[16,19]","0"
"2587","F","[16,18]","[16,19]","0"
"2588","F","(18,22]","[16,19]","0"
"2589","M","[16,18]","[16,19]","1+"
"2590","F","(22,80]","(19,33]","0"
"2591","M","[16,18]","[16,19]","0"
"2592","M","[16,18]","[16,19]","0"
"2593","M","(22,80]","(19,33]","0"
"2594","F","[16,18]","[16,19]","0"
"2595","M","(18,22]","[16,19]","0"
"2596","F","(22,80]","(33,80]","0"
"2597","F","[16,18]","[16,19]","0"
"2598","F","(22,80]","(33,80]","0"
"2599","M","(22,80]","(19,33]","0"
"2600","M","[16,18]","[16,19]","0"
"2601","F","(22,80]","(19,33]","0"
"2602","F","(22,80]","(19,33]","0"
"2603","F","(22,80]","(19,33]","0"
"2604","F","[16,18]","[16,19]","0"
"2605","M","[16,18]","[16,19]","1+"
"2606","F","[16,18]","[16,19]","0"
"2607","F","[16,18]","[16,19]","0"
"2608","F","(22,80]","(33,80]","0"
"2609","F","(22,80]","(19,33]","0"
"2610","M","(18,22]","(19,33]","0"
"2611","F","(22,80]","(19,33]","0"
"2612","F","[16,18]","[16,19]","0"
"2613","F","(18,22]","(19,33]","0"
"2614","F","(22,80]","(19,33]","0"
"2615","F","[16,18]","[16,19]","1+"
"2616","F","(22,80]","(33,80]","0"
"2617","F","(18,22]","(19,33]","0"
"2618","F","(22,80]","(33,80]","0"
"2619","F","[16,18]","[16,19]","0"
"2620","F","(22,80]","(33,80]","0"
"2621","F","(22,80]","(19,33]","0"
"2622","F","(22,80]","(33,80]","0"
"2623","F","[16,18]","[16,19]","0"
"2624","M","(22,80]","(19,33]","0"
"2625","M","[16,18]","[16,19]","0"
"2626","F","[16,18]","[16,19]","0"
"2627","F","(22,80]","(19,33]","0"
"2628","F","(22,80]","(33,80]","0"
"2629","M","[16,18]","[16,19]","0"
"2630","M","(22,80]","(19,33]","0"
"2631","M","(18,22]","(19,33]","0"
"2632","F","(18,22]","[16,19]","0"
"2633","F","(18,22]","(19,33]","0"
"2634","M","[16,18]","[16,19]","0"
"2635","M","(22,80]","(33,80]","0"
"2636","M","(22,80]","(19,33]","1+"
"2637","M","[16,18]","[16,19]","0"
"2638","F","(22,80]","(19,33]","0"
"2639","F","[16,18]","[16,19]","0"
"2640","F","[16,18]","[16,19]","0"
"2641","F","(18,22]","[16,19]","0"
"2642","M","(22,80]","(33,80]","0"
"2643","F","[16,18]","[16,19]","0"
"2644","F","[16,18]","[16,19]","0"
"2645","F","(18,22]","[16,19]","0"
"2646","M","(22,80]","(19,33]","0"
"2647","M","[16,18]","[16,19]","0"
"2648","F","(18,22]","(19,33]","1+"
"2649","M","(22,80]","(19,33]","0"
"2650","F","[16,18]","[16,19]","0"
"2651","F","[16,18]","[16,19]","0"
"2652","F","[16,18]","[16,19]","1+"
"2653","F","(18,22]","(19,33]","0"
"2654","M","(18,22]","[16,19]","0"
"2655","M","[16,18]","[16,19]","0"
"2656","M","[16,18]","[16,19]","0"
"2657","F","(22,80]","(19,33]","0"
"2658","F","(22,80]","(19,33]","0"
"2659","M","[16,18]","[16,19]","0"
"2660","F","(18,22]","[16,19]","0"
"2661","F","(22,80]","(19,33]","0"
"2662","M","[16,18]","[16,19]","0"
"2663","F","(18,22]","[16,19]","0"
"2664","M","(18,22]","(19,33]","0"
"2665","M","(18,22]","(19,33]","0"
"2666","M","[16,18]","[16,19]","1+"
"2667","M","[16,18]","[16,19]","0"
"2668","F","(18,22]","[16,19]","0"
"2669","F","(22,80]","(33,80]","0"
"2670","M","[16,18]","[16,19]","0"
"2671","F","(18,22]","[16,19]","0"
"2672","M","[16,18]","[16,19]","0"
"2673","F","(22,80]","(33,80]","0"
"2674","F","(18,22]","(19,33]","0"
"2675","F","(22,80]","(33,80]","0"
"2676","F","(22,80]","(33,80]","0"
"2677","F","(22,80]","(19,33]","0"
"2678","F","(18,22]","(19,33]","0"
"2679","M","(18,22]","[16,19]","0"
"2680","F","[16,18]","[16,19]","0"
"2681","F","(22,80]","(19,33]","0"
"2682","F","(18,22]","[16,19]","0"
"2683","F","[16,18]","[16,19]","0"
"2684","F","(22,80]","(33,80]","0"
"2685","F","(18,22]","(19,33]","0"
"2686","F","[16,18]","[16,19]","0"
"2687","F","(22,80]","(19,33]","0"
"2688","M","(22,80]","(19,33]","0"
"2689","F","[16,18]","[16,19]","0"
"2690","F","[16,18]","[16,19]","0"
"2691","F","(22,80]","(33,80]","0"
"2692","F","[16,18]","[16,19]","1+"
"2693","F","(18,22]","(19,33]","0"
"2694","F","[16,18]","[16,19]","1+"
"2695","M","[16,18]","[16,19]","0"
"2696","M","(18,22]","(19,33]","0"
"2697","F","(22,80]","(19,33]","0"
"2698","F","[16,18]","[16,19]","0"
"2699","M","[16,18]","[16,19]","0"
"2700","M","(18,22]","[16,19]","0"
"2701","M","[16,18]","[16,19]","0"
"2702","F","(18,22]","[16,19]","0"
"2703","F","(18,22]","(19,33]","0"
"2704","F","(22,80]","(19,33]","1+"
"2705","M","[16,18]","[16,19]","0"
"2706","F","(22,80]","(19,33]","0"
"2707","F","(18,22]","(19,33]","0"
"2708","F","(22,80]","(19,33]","0"
"2709","F","[16,18]","[16,19]","0"
"2710","F","(22,80]","(19,33]","0"
"2711","F","[16,18]","[16,19]","0"
"2712","F","[16,18]","[16,19]","0"
"2713","F","(18,22]","(19,33]","0"
"2714","M","[16,18]","[16,19]","0"
"2715","F","[16,18]","[16,19]","0"
"2716","M","[16,18]","[16,19]","0"
"2717","F","[16,18]","[16,19]","0"
"2718","F","[16,18]","[16,19]","0"
"2719","M","(18,22]","(19,33]","1+"
"2720","F","[16,18]","[16,19]","0"
"2721","F","(22,80]","(33,80]","0"
"2722","M","(22,80]","(19,33]","0"
"2723","F","[16,18]","[16,19]","0"
"2724","M","[16,18]","[16,19]","0"
"2725","F","(22,80]","(33,80]","0"
"2726","F","(18,22]","(19,33]","0"
"2727","M","[16,18]","[16,19]","0"
"2728","F","(18,22]","[16,19]","0"
"2729","F","(22,80]","(19,33]","0"
"2730","F","[16,18]","[16,19]","0"
"2731","F","(22,80]","(19,33]","1+"
"2732","M","[16,18]","[16,19]","1+"
"2733","F","[16,18]","[16,19]","0"
"2734","F","[16,18]","[16,19]","1+"
"2735","M","(18,22]","(19,33]","0"
"2736","M","[16,18]","[16,19]","0"
"2737","F","(22,80]","(19,33]","0"
"2738","M","(18,22]","[16,19]","0"
"2739","F","(22,80]","(19,33]","0"
"2740","F","[16,18]","[16,19]","1+"
"2741","M","[16,18]","[16,19]","0"
"2742","M","[16,18]","[16,19]","1+"
"2743","F","(18,22]","[16,19]","0"
"2744","M","[16,18]","[16,19]","0"
"2745","F","(18,22]","[16,19]","0"
"2746","F","(18,22]","(19,33]","0"
"2747","F","(22,80]","(33,80]","0"
"2748","F","[16,18]","[16,19]","0"
"2749","M","(18,22]","[16,19]","0"
"2750","F","(22,80]","(33,80]","0"
"2751","F","(22,80]","(19,33]","0"
"2752","M","(22,80]","(19,33]","0"
"2753","F","[16,18]","[16,19]","0"
"2754","M","(18,22]","[16,19]","0"
"2755","F","[16,18]","[16,19]","0"
"2756","M","(18,22]","[16,19]","0"
"2757","M","[16,18]","[16,19]","0"
"2758","F","[16,18]","[16,19]","0"
"2759","F","(22,80]","(19,33]","0"
"2760","F","(22,80]","(19,33]","0"
"2761","M","[16,18]","[16,19]","0"
"2762","F","[16,18]","[16,19]","0"
"2763","M","(22,80]","(33,80]","0"
"2764","F","(22,80]","(19,33]","0"
"2765","F","[16,18]","[16,19]","0"
"2766","F","[16,18]","[16,19]","0"
"2767","F","(22,80]","(19,33]","0"
"2768","M","[16,18]","[16,19]","0"
"2769","F","[16,18]","[16,19]","0"
"2770","F","(22,80]","(19,33]","0"
"2771","M","(22,80]","(33,80]","0"
"2772","F","[16,18]","[16,19]","0"
"2773","F","(18,22]","(19,33]","0"
"2774","F","(18,22]","(19,33]","0"
"2775","F","(22,80]","(19,33]","0"
"2776","M","(22,80]","(33,80]","1+"
"2777","F","(22,80]","(33,80]","0"
"2778","F","[16,18]","[16,19]","0"
"2779","M","(18,22]","(19,33]","0"
"2780","M","[16,18]","[16,19]","0"
"2781","F","[16,18]","[16,19]","0"
"2782","F","(18,22]","(19,33]","1+"
"2783","F","(18,22]","[16,19]","0"
"2784","F","(22,80]","(19,33]","0"
"2785","F","(22,80]","(19,33]","0"
"2786","F","(18,22]","[16,19]","0"
"2787","M","[16,18]","[16,19]","0"
"2788","F","[16,18]","[16,19]","0"
"2789","M","[16,18]","[16,19]","0"
"2790","M","[16,18]","[16,19]","0"
"2791","F","(22,80]","(33,80]","0"
"2792","F","(22,80]","(19,33]","0"
"2793","M","(22,80]","(33,80]","0"
"2794","F","[16,18]","[16,19]","0"
"2795","M","(18,22]","(19,33]","0"
"2796","F","[16,18]","[16,19]","0"
"2797","F","[16,18]","[16,19]","1+"
"2798","F","[16,18]","[16,19]","0"
"2799","M","(22,80]","(19,33]","0"
"2800","M","(18,22]","[16,19]","0"
"2801","F","[16,18]","[16,19]","1+"
"2802","M","[16,18]","[16,19]","1+"
"2803","F","[16,18]","[16,19]","0"
"2804","F","(18,22]","[16,19]","0"
"2805","F","(18,22]","(19,33]","0"
"2806","F","(18,22]","(19,33]","0"
"2807","F","(18,22]","(19,33]","0"
"2808","F","[16,18]","[16,19]","0"
"2809","F","[16,18]","[16,19]","0"
"2810","F","(22,80]","(19,33]","1+"
"2811","M","(22,80]","(19,33]","0"
"2812","M","(18,22]","(19,33]","0"
"2813","F","[16,18]","[16,19]","0"
"2814","F","(22,80]","(33,80]","0"
"2815","F","[16,18]","[16,19]","0"
"2816","M","[16,18]","[16,19]","0"
"2817","F","(22,80]","(19,33]","0"
"2818","F","(22,80]","(19,33]","0"
"2819","M","(18,22]","[16,19]","0"
"2820","M","(18,22]","(19,33]","0"
"2821","F","[16,18]","[16,19]","0"
"2822","F","(22,80]","(19,33]","0"
"2823","M","[16,18]","[16,19]","0"
"2824","F","(22,80]","(19,33]","0"
"2825","M","(22,80]","(19,33]","0"
"2826","M","(22,80]","(33,80]","0"
"2827","M","(18,22]","[16,19]","0"
"2828","M","(22,80]","(33,80]","0"
"2829","F","[16,18]","[16,19]","0"
"2830","M","[16,18]","[16,19]","0"
"2831","F","(22,80]","(33,80]","0"
"2832","F","(22,80]","(19,33]","0"
"2833","M","[16,18]","[16,19]","0"
"2834","M","[16,18]","[16,19]","0"
"2835","M","[16,18]","[16,19]","0"
"2836","F","(22,80]","(19,33]","0"
"2837","F","[16,18]","[16,19]","0"
"2838","M","[16,18]","[16,19]","0"
"2839","M","[16,18]","[16,19]","0"
"2840","F","(18,22]","(19,33]","0"
"2841","F","[16,18]","[16,19]","0"
"2842","F","(22,80]","(19,33]","0"
"2843","F","[16,18]","[16,19]","0"
"2844","F","(18,22]","(19,33]","0"
"2845","F","(18,22]","(19,33]","0"
"2846","F","(18,22]","(19,33]","0"
"2847","M","[16,18]","[16,19]","0"
"2848","F","[16,18]","[16,19]","0"
"2849","M","(22,80]","(19,33]","1+"
"2850","F","[16,18]","[16,19]","0"
"2851","M","[16,18]","[16,19]","0"
"2852","M","[16,18]","[16,19]","0"
"2853","F","[16,18]","[16,19]","1+"
"2854","F","(18,22]","(19,33]","0"
"2855","F","[16,18]","[16,19]","1+"
"2856","M","[16,18]","[16,19]","0"
"2857","F","(18,22]","(19,33]","0"
"2858","M","[16,18]","[16,19]","0"
"2859","M","(22,80]","(33,80]","0"
"2860","F","(22,80]","(33,80]","0"
"2861","F","[16,18]","[16,19]","0"
"2862","M","(18,22]","[16,19]","0"
"2863","F","(18,22]","(19,33]","0"
"2864","M","(22,80]","(19,33]","0"
"2865","M","[16,18]","[16,19]","0"
"2866","F","(18,22]","(19,33]","0"
"2867","F","(18,22]","[16,19]","0"
"2868","F","(22,80]","(33,80]","0"
"2869","M","[16,18]","[16,19]","0"
"2870","M","(18,22]","(19,33]","0"
"2871","F","[16,18]","[16,19]","0"
"2872","M","[16,18]","[16,19]","0"
"2873","F","(22,80]","(19,33]","0"
"2874","F","[16,18]","[16,19]","0"
"2875","F","[16,18]","[16,19]","0"
"2876","F","[16,18]","[16,19]","1+"
"2877","M","[16,18]","[16,19]","1+"
"2878","F","[16,18]","[16,19]","0"
"2879","F","[16,18]","[16,19]","0"
"2880","M","[16,18]","[16,19]","0"
"2881","F","[16,18]","[16,19]","0"
"2882","F","[16,18]","[16,19]","0"
"2883","M","[16,18]","[16,19]","0"
"2884","F","[16,18]","[16,19]","0"
"2885","M","[16,18]","[16,19]","0"
"2886","M","[16,18]","[16,19]","0"
"2887","F","[16,18]","[16,19]","0"
"2888","F","[16,18]","[16,19]","0"
"2889","F","(18,22]","[16,19]","0"
"2890","F","[16,18]","[16,19]","0"
"2891","F","(18,22]","(19,33]","0"
"2892","M","(22,80]","(33,80]","0"
"2893","F","[16,18]","[16,19]","0"
"2894","F","(22,80]","(19,33]","0"
"2895","F","(22,80]","(33,80]","0"
"2896","F","[16,18]","[16,19]","0"
"2897","F","[16,18]","[16,19]","0"
"2898","F","[16,18]","[16,19]","0"
"2899","F","(22,80]","(33,80]","0"
"2900","F","(22,80]","(19,33]","0"
"2901","M","(22,80]","(33,80]","0"
"2902","F","[16,18]","[16,19]","0"
"2903","F","(22,80]","(19,33]","0"
"2904","F","(22,80]","(19,33]","0"
"2905","F","(22,80]","(19,33]","0"
"2906","M","[16,18]","[16,19]","0"
"2907","F","[16,18]","[16,19]","0"
"2908","M","[16,18]","[16,19]","0"
"2909","F","[16,18]","[16,19]","0"
"2910","M","(22,80]","(19,33]","0"
"2911","M","(22,80]","(19,33]","0"
"2912","M","[16,18]","[16,19]","0"
"2913","F","[16,18]","[16,19]","0"
"2914","F","(18,22]","(19,33]","0"
"2915","M","(22,80]","(33,80]","0"
"2916","M","[16,18]","[16,19]","0"
"2917","F","[16,18]","[16,19]","0"
"2918","F","(22,80]","(33,80]","0"
"2919","F","(22,80]","(19,33]","0"
"2920","F","(22,80]","(19,33]","0"
"2921","F","[16,18]","[16,19]","0"
"2922","M","[16,18]","[16,19]","0"
"2923","F","[16,18]","[16,19]","0"
"2924","F","(22,80]","(19,33]","0"
"2925","M","[16,18]","[16,19]","0"
"2926","F","(22,80]","(19,33]","0"
"2927","F","[16,18]","[16,19]","1+"
"2928","F","[16,18]","[16,19]","0"
"2929","F","(22,80]","(19,33]","0"
"2930","F","(18,22]","(19,33]","0"
"2931","F","(18,22]","(19,33]","0"
"2932","M","[16,18]","[16,19]","0"
"2933","F","[16,18]","[16,19]","0"
"2934","M","[16,18]","[16,19]","0"
"2935","M","[16,18]","[16,19]","0"
"2936","M","[16,18]","[16,19]","0"
"2937","M","[16,18]","[16,19]","1+"
"2938","M","[16,18]","[16,19]","0"
"2939","F","(22,80]","(19,33]","0"
"2940","F","(22,80]","(33,80]","0"
"2941","F","[16,18]","[16,19]","0"
"2942","F","[16,18]","[16,19]","0"
"2943","M","[16,18]","[16,19]","0"
"2944","F","(18,22]","(19,33]","0"
"2945","F","(22,80]","(19,33]","0"
"2946","F","[16,18]","[16,19]","0"
"2947","M","(18,22]","(19,33]","0"
"2948","F","(22,80]","(19,33]","0"
"2949","F","[16,18]","[16,19]","0"
"2950","F","[16,18]","[16,19]","0"
"2951","F","[16,18]","[16,19]","0"
"2952","F","[16,18]","[16,19]","1+"
"2953","F","(18,22]","(19,33]","0"
"2954","M","[16,18]","[16,19]","0"
"2955","F","(22,80]","(19,33]","0"
"2956","F","(22,80]","(19,33]","0"
"2957","F","(22,80]","(19,33]","0"
"2958","F","[16,18]","[16,19]","0"
"2959","F","(22,80]","(19,33]","0"
"2960","M","[16,18]","[16,19]","0"
"2961","F","[16,18]","[16,19]","0"
"2962","F","(18,22]","(19,33]","0"
"2963","M","[16,18]","[16,19]","0"
"2964","F","[16,18]","[16,19]","0"
"2965","F","[16,18]","[16,19]","0"
"2966","F","[16,18]","[16,19]","0"
"2967","F","(18,22]","(19,33]","0"
"2968","M","[16,18]","[16,19]","0"
"2969","F","[16,18]","[16,19]","0"
"2970","M","(18,22]","(19,33]","0"
"2971","F","(22,80]","(33,80]","0"
"2972","M","(22,80]","(33,80]","0"
"2973","F","(22,80]","(19,33]","1+"
"2974","F","[16,18]","[16,19]","0"
"2975","F","[16,18]","[16,19]","0"
"2976","M","(18,22]","(19,33]","0"
"2977","F","(22,80]","(19,33]","0"
"2978","F","(22,80]","(19,33]","0"
"2979","F","(22,80]","(33,80]","0"
"2980","F","(22,80]","(33,80]","0"
"2981","M","[16,18]","[16,19]","0"
"2982","M","[16,18]","[16,19]","0"
"2983","F","[16,18]","[16,19]","0"
"2984","F","(22,80]","(19,33]","0"
"2985","F","(18,22]","[16,19]","0"
"2986","F","(22,80]","(19,33]","0"
"2987","F","[16,18]","[16,19]","0"
"2988","M","(22,80]","(19,33]","0"
"2989","F","(18,22]","(19,33]","0"
"2990","F","(18,22]","[16,19]","1+"
"2991","F","[16,18]","[16,19]","0"
"2992","M","(18,22]","(19,33]","0"
"2993","F","(22,80]","(19,33]","0"
"2994","M","(18,22]","[16,19]","0"
"2995","M","(18,22]","(19,33]","0"
"2996","F","(18,22]","[16,19]","0"
"2997","F","(18,22]","[16,19]","0"
"2998","M","[16,18]","[16,19]","0"
"2999","F","(22,80]","(19,33]","0"
"3000","M","[16,18]","[16,19]","0"
